user_id,churn_date,churn_day_since_install,last_level_reached,reason,moves_in_last_session,booster_used_last_session,ad_watch_last_session,time_spent_last_session_min
U103420,2025-08-04,57,5,used_booster_then_quit,24,False,14,20.11
U103421,2025-08-14,23,2,after_10_moves_no_progress,20,False,16,21.03
U103422,2025-07-31,66,6,ads_fatigue,9,False,19,28.45
U103424,2025-08-27,6,1,ads_fatigue,29,False,8,19.21
U103425,2025-07-10,3,0,other,0,False,0,0.0
U103426,2025-07-13,0,0,other,0,False,0,0.0
U103427,2025-06-03,25,1,session_timeout,11,False,53,85.17
U103428,2025-08-14,2,0,after_10_moves_no_progress,0,False,0,0.0
U103429,2025-07-10,36,4,used_booster_then_quit,10,True,22,28.75
U103430,2025-08-19,37,2,after_10_moves_no_progress,26,False,16,34.54
U103431,2025-08-26,0,2,used_booster_then_quit,20,False,7,10.83
U103432,2025-08-17,37,2,after_10_moves_no_progress,10,False,9,12.74
U103433,2025-08-11,16,4,ads_fatigue,25,False,7,18.73
U103434,2025-08-03,41,4,other,31,False,2,4.75
U103435,2025-05-28,20,2,failed_level_twice,34,False,2,3.91
U103436,2025-08-11,7,3,other,18,False,4,6.59
U103437,2025-06-18,44,4,other,21,False,3,15.87
U103438,2025-07-24,0,0,after_10_moves_no_progress,0,False,0,0.0
U103439,2025-05-04,1,1,other,17,False,19,23.84
U103440,2025-08-14,2,0,other,0,False,0,0.0
U103441,2025-06-03,15,1,ads_fatigue,22,False,4,2.37
U103442,2025-08-25,55,6,other,27,False,6,8.27
U103443,2025-08-27,47,4,failed_level_twice,13,False,26,45.22
U103444,2025-08-21,58,3,after_10_moves_no_progress,22,False,13,24.76
U103445,2025-07-30,50,9,used_booster_then_quit,20,False,16,32.36
U103446,2025-08-07,42,3,session_timeout,12,False,2,12.56
U103447,2025-08-21,75,2,failed_level_twice,15,False,11,17.34
U103448,2025-08-13,52,3,ads_fatigue,21,False,18,26.79
U103449,2025-06-29,16,3,after_10_moves_no_progress,14,False,13,17.58
U103450,2025-08-06,30,2,ads_fatigue,23,False,15,28.4
U103451,2025-08-26,89,4,ads_fatigue,15,False,6,17.87
U103452,2025-08-27,0,1,other,3,False,22,28.29
U103453,2025-08-01,32,8,failed_level_twice,20,False,22,34.14
U103454,2025-07-11,48,4,used_booster_then_quit,12,False,34,46.87
U103455,2025-07-24,27,2,used_booster_then_quit,29,False,17,33.25
U103456,2025-08-22,10,0,after_10_moves_no_progress,0,False,0,0.0
U103457,2025-07-22,80,4,after_10_moves_no_progress,5,False,5,10.18
U103458,2025-08-25,35,1,after_10_moves_no_progress,15,False,12,19.21
U103459,2025-07-09,4,3,session_timeout,14,False,7,10.92
U103460,2025-07-21,61,5,failed_level_twice,21,False,10,19.6
U103461,2025-08-27,20,2,other,22,False,28,45.93
U103462,2025-07-12,28,2,used_booster_then_quit,14,False,12,15.25
U103463,2025-08-14,70,4,used_booster_then_quit,30,False,13,22.56
U103464,2025-08-21,13,1,used_booster_then_quit,14,False,6,11.61
U103465,2025-08-25,40,3,used_booster_then_quit,28,False,11,16.74
U103466,2025-08-26,10,1,session_timeout,15,False,16,24.3
U103467,2025-08-06,22,2,after_10_moves_no_progress,18,True,14,24.47
U103468,2025-08-10,13,3,after_10_moves_no_progress,15,False,6,14.38
U103469,2025-08-09,0,1,after_10_moves_no_progress,18,False,9,10.12
U103470,2025-05-14,7,1,used_booster_then_quit,14,False,64,96.95
U103471,2025-08-22,20,3,used_booster_then_quit,20,False,25,33.42
U103472,2025-08-19,37,6,after_10_moves_no_progress,19,False,15,18.62
U103473,2025-06-30,52,1,other,18,False,5,8.37
U103474,2025-07-23,22,5,used_booster_then_quit,15,False,19,35.59
U103475,2025-07-06,57,1,session_timeout,14,False,6,5.33
U103476,2025-07-28,0,0,after_10_moves_no_progress,0,False,0,0.0
U103477,2025-07-06,1,1,session_timeout,14,True,19,38.56
U103478,2025-08-27,4,5,after_10_moves_no_progress,26,False,24,32.19
U103480,2025-08-17,36,0,after_10_moves_no_progress,19,False,12,17.67
U103481,2025-06-02,7,3,other,15,False,16,16.82
U103482,2025-08-18,36,5,after_10_moves_no_progress,22,False,8,14.68
U103483,2025-08-10,15,2,failed_level_twice,18,False,3,6.21
U103484,2025-08-14,19,2,failed_level_twice,11,False,47,67.63
U103485,2025-08-12,6,3,ads_fatigue,25,False,18,19.54
U103486,2025-08-24,13,1,failed_level_twice,8,False,6,9.24
U103487,2025-07-26,77,4,after_10_moves_no_progress,6,False,43,63.99
U103488,2025-07-19,38,3,ads_fatigue,6,False,46,51.27
U103489,2025-08-01,10,1,used_booster_then_quit,23,False,3,5.65
U103490,2025-08-02,34,0,ads_fatigue,0,False,0,0.0
U103491,2025-06-02,10,1,ads_fatigue,22,False,5,12.19
U103492,2025-07-06,0,0,used_booster_then_quit,0,False,0,0.0
U103493,2025-07-02,14,1,after_10_moves_no_progress,18,False,8,15.49
U103494,2025-06-26,10,1,after_10_moves_no_progress,24,False,16,23.22
U103495,2025-08-24,18,3,used_booster_then_quit,22,False,19,19.17
U103496,2025-06-18,0,1,failed_level_twice,17,False,12,17.77
U103497,2025-05-06,2,5,failed_level_twice,22,False,23,26.82
U103498,2025-05-25,18,1,used_booster_then_quit,11,False,17,26.95
U103499,2025-08-13,2,1,session_timeout,29,False,13,13.81
U103500,2025-08-24,0,1,session_timeout,11,False,8,11.17
U103501,2025-08-10,19,3,after_10_moves_no_progress,23,True,10,13.4
U103502,2025-08-23,71,3,after_10_moves_no_progress,17,False,2,5.81
U103503,2025-08-21,0,2,other,10,False,12,22.58
U103504,2025-07-19,0,1,used_booster_then_quit,26,False,17,19.22
U103505,2025-08-17,7,3,failed_level_twice,17,True,23,23.22
U103506,2025-08-27,27,2,used_booster_then_quit,18,False,6,10.98
U103507,2025-07-29,44,2,after_10_moves_no_progress,21,False,17,28.45
U103508,2025-07-31,34,2,ads_fatigue,17,False,34,69.9
U103509,2025-05-31,8,1,after_10_moves_no_progress,11,True,10,13.43
U103510,2025-08-15,71,3,used_booster_then_quit,24,False,10,15.45
U103511,2025-08-16,14,2,after_10_moves_no_progress,14,True,6,11.99
U103512,2025-08-19,3,4,other,16,False,9,13.51
U103513,2025-08-21,26,4,after_10_moves_no_progress,18,False,14,19.52
U103514,2025-08-07,43,3,used_booster_then_quit,13,True,8,10.91
U103515,2025-07-07,57,1,after_10_moves_no_progress,20,False,21,23.92
U103516,2025-07-25,79,4,after_10_moves_no_progress,11,False,6,12.03
U103517,2025-07-16,32,4,after_10_moves_no_progress,18,False,24,35.19
U103518,2025-07-05,10,1,failed_level_twice,14,False,10,12.56
U103519,2025-08-27,45,3,after_10_moves_no_progress,7,False,9,13.71
U103520,2025-07-29,89,2,after_10_moves_no_progress,28,False,15,18.16
U103521,2025-08-27,0,1,after_10_moves_no_progress,19,False,17,15.55
U103522,2025-07-14,31,3,failed_level_twice,19,False,15,23.56
U103523,2025-08-20,10,0,failed_level_twice,0,False,0,0.0
U103524,2025-08-17,44,4,session_timeout,29,False,3,9.95
U103525,2025-07-13,58,1,used_booster_then_quit,10,False,7,18.75
U103526,2025-08-21,17,4,session_timeout,20,False,10,15.01
U103527,2025-08-12,18,3,failed_level_twice,20,False,8,13.6
U103528,2025-08-01,29,4,other,24,False,7,10.23
U103529,2025-07-22,21,3,failed_level_twice,24,False,11,14.51
U103531,2025-08-11,24,2,after_10_moves_no_progress,21,False,15,23.78
U103532,2025-08-18,0,1,failed_level_twice,17,False,16,27.87
U103533,2025-07-25,74,7,used_booster_then_quit,28,False,26,54.12
U103534,2025-08-20,80,4,failed_level_twice,7,False,3,10.02
U103535,2025-08-18,1,1,after_10_moves_no_progress,21,False,33,37.3
U103537,2025-08-02,15,3,failed_level_twice,13,False,2,3.82
U103538,2025-07-25,21,3,session_timeout,20,False,4,8.93
U103539,2025-08-24,44,4,session_timeout,14,False,10,16.71
U103540,2025-06-30,11,3,after_10_moves_no_progress,19,False,4,6.51
U103541,2025-08-04,60,5,used_booster_then_quit,20,False,20,25.87
U103542,2025-07-23,78,4,failed_level_twice,21,False,15,20.69
U103543,2025-08-08,10,1,after_10_moves_no_progress,28,False,13,24.59
U103544,2025-07-31,2,2,used_booster_then_quit,12,False,17,20.54
U103545,2025-08-08,19,3,other,17,False,22,38.44
U103546,2025-08-20,34,6,used_booster_then_quit,15,False,41,74.46
U103547,2025-05-30,0,1,after_10_moves_no_progress,10,False,23,33.03
U103548,2025-06-15,43,2,failed_level_twice,9,False,22,37.21
U103549,2025-08-23,17,1,after_10_moves_no_progress,19,False,18,24.14
U103550,2025-06-28,0,0,failed_level_twice,0,False,0,0.0
U103551,2025-07-19,43,3,after_10_moves_no_progress,16,True,5,5.45
U103552,2025-05-15,2,1,after_10_moves_no_progress,21,False,7,6.18
U103553,2025-06-03,26,4,after_10_moves_no_progress,22,True,15,25.88
U103554,2025-08-02,52,2,failed_level_twice,20,False,5,6.31
U103555,2025-08-16,11,2,after_10_moves_no_progress,27,False,12,18.77
U103557,2025-08-25,9,4,failed_level_twice,14,False,5,7.92
U103559,2025-08-24,7,4,other,22,False,17,20.19
U103560,2025-07-09,6,1,failed_level_twice,13,False,13,17.07
U103561,2025-08-15,80,5,failed_level_twice,17,False,44,59.13
U103562,2025-08-22,18,3,failed_level_twice,6,False,7,8.56
U103563,2025-08-20,86,4,after_10_moves_no_progress,27,False,16,18.92
U103564,2025-08-23,82,5,ads_fatigue,6,True,15,21.53
U103565,2025-05-29,1,0,ads_fatigue,0,False,0,0.0
U103566,2025-08-24,54,2,other,25,False,11,12.3
U103567,2025-06-18,10,4,failed_level_twice,11,False,10,18.1
U103568,2025-05-29,10,3,after_10_moves_no_progress,14,False,50,54.57
U103569,2025-06-27,3,2,ads_fatigue,10,False,25,28.45
U103570,2025-08-24,11,0,other,0,False,0,0.0
U103571,2025-08-25,48,2,used_booster_then_quit,13,False,3,3.68
U103572,2025-08-19,5,1,session_timeout,17,False,14,25.91
U103573,2025-06-02,9,0,failed_level_twice,0,False,0,0.0
U103574,2025-06-10,20,1,other,27,False,10,6.26
U103575,2025-07-30,21,1,after_10_moves_no_progress,12,False,16,19.9
U103576,2025-06-29,4,2,session_timeout,21,False,60,102.28
U103577,2025-08-08,20,1,after_10_moves_no_progress,14,False,11,12.84
U103578,2025-08-16,12,3,used_booster_then_quit,24,False,7,9.43
U103579,2025-08-06,7,1,used_booster_then_quit,26,False,10,12.23
U103580,2025-08-22,0,0,failed_level_twice,0,False,0,0.0
U103581,2025-08-19,63,7,after_10_moves_no_progress,20,False,20,30.4
U103582,2025-06-09,15,4,after_10_moves_no_progress,25,True,6,9.27
U103583,2025-08-09,34,3,used_booster_then_quit,23,False,9,8.15
U103584,2025-06-09,26,3,after_10_moves_no_progress,27,False,4,6.83
U103585,2025-06-27,23,3,failed_level_twice,17,True,10,20.72
U103586,2025-07-28,64,5,failed_level_twice,15,False,7,8.39
U103587,2025-07-26,39,1,after_10_moves_no_progress,18,False,37,50.88
U103588,2025-08-07,85,5,session_timeout,18,False,11,20.69
U103589,2025-06-15,42,1,after_10_moves_no_progress,9,False,14,18.01
U103590,2025-07-29,11,2,used_booster_then_quit,15,False,1,7.28
U103591,2025-08-12,30,3,other,28,False,21,22.72
U103592,2025-08-19,25,2,after_10_moves_no_progress,8,False,25,37.71
U103593,2025-08-18,30,2,used_booster_then_quit,14,False,9,8.9
U103594,2025-08-01,79,2,after_10_moves_no_progress,21,False,13,19.19
U103595,2025-08-23,80,3,after_10_moves_no_progress,21,True,31,48.48
U103596,2025-06-10,25,3,other,23,False,16,18.86
U103597,2025-08-25,15,0,failed_level_twice,0,False,0,0.0
U103598,2025-07-29,0,2,ads_fatigue,18,False,5,10.45
U103599,2025-06-19,25,1,after_10_moves_no_progress,15,False,12,21.02
U103600,2025-08-20,71,0,after_10_moves_no_progress,0,False,0,0.0
U103602,2025-08-15,35,3,failed_level_twice,18,False,6,14.37
U103603,2025-08-24,19,3,used_booster_then_quit,19,False,5,10.3
U103604,2025-07-21,50,4,ads_fatigue,17,False,7,12.88
U103605,2025-07-25,60,3,ads_fatigue,18,False,25,40.34
U103606,2025-08-17,14,3,other,39,False,13,28.55
U103607,2025-08-25,34,1,failed_level_twice,15,True,16,21.42
U103608,2025-08-08,18,2,ads_fatigue,21,False,17,26.24
U103609,2025-08-22,47,4,ads_fatigue,19,False,16,19.02
U103610,2025-07-24,17,0,other,0,False,0,0.0
U103611,2025-08-19,22,2,ads_fatigue,35,False,14,23.21
U103612,2025-08-06,65,3,used_booster_then_quit,25,False,6,7.06
U103613,2025-07-18,36,2,failed_level_twice,13,False,27,37.65
U103614,2025-08-19,6,2,other,18,False,6,6.19
U103615,2025-08-08,62,2,after_10_moves_no_progress,16,False,5,19.59
U103616,2025-07-15,10,0,used_booster_then_quit,0,False,0,0.0
U103617,2025-07-24,0,0,after_10_moves_no_progress,0,False,0,0.0
U103619,2025-08-20,59,9,other,27,False,29,39.73
U103620,2025-08-22,62,3,after_10_moves_no_progress,27,False,25,35.11
U103621,2025-08-10,0,0,after_10_moves_no_progress,0,False,0,0.0
U103622,2025-08-14,9,2,failed_level_twice,10,True,8,10.93
U103623,2025-07-27,0,0,after_10_moves_no_progress,0,False,0,0.0
U103624,2025-07-25,30,4,after_10_moves_no_progress,26,False,4,7.53
U103625,2025-06-29,21,2,after_10_moves_no_progress,19,False,10,19.17
U103626,2025-08-20,38,0,session_timeout,0,False,0,0.0
U103627,2025-08-15,1,2,ads_fatigue,19,False,23,27.93
U103628,2025-08-26,11,3,after_10_moves_no_progress,20,False,12,26.98
U103629,2025-07-11,58,4,other,15,False,4,13.88
U103630,2025-08-21,61,3,failed_level_twice,15,False,2,6.65
U103631,2025-07-08,13,4,after_10_moves_no_progress,14,False,33,44.26
U103632,2025-08-27,1,2,used_booster_then_quit,17,False,18,15.76
U103633,2025-08-15,25,4,other,12,False,30,44.65
U103634,2025-08-02,45,1,other,14,False,7,6.89
U103635,2025-06-05,32,0,after_10_moves_no_progress,0,False,0,0.0
U103636,2025-08-14,38,3,failed_level_twice,16,False,9,17.32
U103637,2025-06-20,39,6,failed_level_twice,31,False,10,8.34
U103638,2025-08-15,6,2,ads_fatigue,24,False,12,19.32
U103639,2025-08-04,5,3,other,20,False,3,7.88
U103640,2025-08-13,49,3,used_booster_then_quit,5,False,7,7.01
U103641,2025-06-30,9,1,failed_level_twice,14,False,14,15.81
U103642,2025-08-22,6,2,failed_level_twice,17,False,31,45.95
U103643,2025-07-13,39,4,after_10_moves_no_progress,22,False,6,9.2
U103644,2025-08-19,81,3,other,17,False,22,29.13
U103645,2025-08-22,1,1,used_booster_then_quit,25,False,12,22.39
U103646,2025-08-07,1,3,used_booster_then_quit,8,False,14,31.85
U103647,2025-08-08,1,0,after_10_moves_no_progress,0,False,0,0.0
U103648,2025-07-29,66,1,after_10_moves_no_progress,21,False,20,25.38
U103649,2025-07-16,59,3,session_timeout,17,False,13,16.48
U103650,2025-06-11,38,1,used_booster_then_quit,19,False,12,27.4
U103651,2025-07-27,59,5,after_10_moves_no_progress,12,False,4,15.17
U103652,2025-08-17,16,4,other,8,False,4,11.79
U103653,2025-08-23,86,6,after_10_moves_no_progress,13,False,14,20.84
U103654,2025-08-27,31,3,used_booster_then_quit,20,True,10,20.56
U103655,2025-07-25,55,4,ads_fatigue,17,False,19,44.03
U103656,2025-07-18,31,3,after_10_moves_no_progress,18,False,19,27.87
U103657,2025-08-26,0,1,failed_level_twice,8,False,7,19.68
U103658,2025-08-01,63,4,failed_level_twice,17,False,7,7.07
U103659,2025-06-25,10,4,failed_level_twice,29,False,8,16.17
U103660,2025-08-02,57,5,after_10_moves_no_progress,25,False,14,22.3
U103661,2025-05-14,0,0,used_booster_then_quit,0,False,0,0.0
U103662,2025-08-26,59,6,failed_level_twice,18,False,23,33.55
U103663,2025-08-07,53,5,failed_level_twice,17,False,3,8.0
U103664,2025-08-24,32,4,failed_level_twice,23,False,32,46.5
U103665,2025-08-07,0,0,failed_level_twice,0,False,0,0.0
U103666,2025-08-03,29,5,after_10_moves_no_progress,14,False,18,23.37
U103667,2025-07-28,85,4,used_booster_then_quit,28,False,1,4.47
U103668,2025-07-27,13,2,used_booster_then_quit,12,False,14,19.34
U103669,2025-06-26,50,2,failed_level_twice,20,False,51,72.66
U103670,2025-08-19,37,5,session_timeout,21,False,31,45.91
U103671,2025-08-17,26,7,used_booster_then_quit,30,False,6,13.08
U103672,2025-08-16,84,3,failed_level_twice,14,False,3,5.1
U103673,2025-08-14,7,3,after_10_moves_no_progress,22,True,7,16.18
U103674,2025-08-23,5,3,session_timeout,18,False,12,21.44
U103675,2025-08-10,4,0,failed_level_twice,0,False,0,0.0
U103676,2025-06-17,11,4,failed_level_twice,20,False,7,6.5
U103677,2025-08-03,24,3,after_10_moves_no_progress,23,False,10,19.0
U103678,2025-08-22,4,0,session_timeout,0,False,0,0.0
U103679,2025-07-31,53,2,after_10_moves_no_progress,20,True,16,20.22
U103680,2025-08-09,2,3,failed_level_twice,20,False,19,29.43
U103681,2025-07-22,81,3,failed_level_twice,16,False,13,18.14
U103682,2025-07-12,72,0,after_10_moves_no_progress,0,False,0,0.0
U103683,2025-08-19,19,3,failed_level_twice,20,False,5,2.86
U103684,2025-08-22,22,2,ads_fatigue,8,False,5,10.69
U103685,2025-08-26,23,4,used_booster_then_quit,21,False,13,15.24
U103687,2025-07-21,67,8,other,14,False,9,16.33
U103688,2025-06-11,14,0,other,0,False,0,0.0
U103689,2025-08-19,2,1,session_timeout,10,False,5,9.7
U103690,2025-08-08,78,5,session_timeout,22,False,13,21.7
U103691,2025-08-18,28,2,after_10_moves_no_progress,7,False,5,7.28
U103693,2025-06-22,43,3,used_booster_then_quit,19,False,17,19.41
U103694,2025-06-04,0,1,after_10_moves_no_progress,22,False,15,16.96
U103695,2025-08-05,34,2,after_10_moves_no_progress,22,False,18,38.72
U103696,2025-08-11,0,1,used_booster_then_quit,23,False,34,48.84
U103697,2025-08-25,32,2,other,16,False,8,11.77
U103698,2025-08-17,34,0,used_booster_then_quit,0,False,0,0.0
U103699,2025-07-14,15,0,after_10_moves_no_progress,0,False,0,0.0
U103700,2025-07-21,46,3,failed_level_twice,12,False,6,4.83
U103701,2025-06-26,42,4,after_10_moves_no_progress,15,False,13,19.68
U103702,2025-06-24,5,2,after_10_moves_no_progress,25,False,23,36.09
U103703,2025-06-25,52,1,failed_level_twice,20,False,7,15.45
U103704,2025-07-28,63,2,other,16,False,5,9.16
U103705,2025-06-27,6,3,failed_level_twice,19,False,8,12.22
U103706,2025-08-26,67,5,after_10_moves_no_progress,29,False,26,32.96
U103707,2025-06-30,55,7,used_booster_then_quit,30,True,15,14.69
U103708,2025-07-30,20,3,other,12,False,4,5.61
U103709,2025-07-17,12,3,session_timeout,18,False,10,11.52
U103710,2025-05-24,14,3,other,9,False,27,54.07
U103711,2025-08-22,0,1,after_10_moves_no_progress,12,False,25,31.8
U103712,2025-07-30,79,6,failed_level_twice,27,False,4,7.7
U103713,2025-08-22,11,2,used_booster_then_quit,14,False,23,31.34
U103714,2025-05-07,6,5,failed_level_twice,28,False,13,19.11
U103715,2025-08-19,5,0,failed_level_twice,0,False,0,0.0
U103717,2025-08-24,25,3,other,14,False,6,11.65
U103718,2025-07-15,32,5,ads_fatigue,19,False,0,6.12
U103719,2025-08-16,19,3,session_timeout,16,False,14,16.75
U103720,2025-08-20,63,5,after_10_moves_no_progress,22,False,5,12.65
U103721,2025-07-21,73,2,ads_fatigue,27,False,11,18.71
U103722,2025-08-27,26,1,ads_fatigue,14,False,3,4.78
U103723,2025-08-03,86,4,after_10_moves_no_progress,20,False,6,6.78
U103724,2025-08-27,8,1,other,21,True,18,20.29
U103725,2025-06-05,29,7,after_10_moves_no_progress,18,False,30,46.74
U103726,2025-07-25,28,3,failed_level_twice,14,False,11,13.95
U103727,2025-08-19,24,3,after_10_moves_no_progress,27,False,12,11.87
U103728,2025-08-13,57,1,used_booster_then_quit,24,False,5,6.42
U103729,2025-08-05,70,2,used_booster_then_quit,20,False,19,28.48
U103730,2025-08-19,19,4,after_10_moves_no_progress,21,False,11,14.2
U103731,2025-08-26,23,1,other,17,False,13,16.63
U103732,2025-08-24,5,4,ads_fatigue,21,True,1,5.23
U103733,2025-06-18,3,3,used_booster_then_quit,11,False,26,41.07
U103734,2025-06-30,0,1,after_10_moves_no_progress,15,False,2,4.81
U103735,2025-08-25,73,2,ads_fatigue,27,False,4,6.84
U103736,2025-06-06,6,4,failed_level_twice,10,False,11,16.19
U103737,2025-08-24,25,4,session_timeout,12,False,13,18.56
U103738,2025-08-23,74,5,after_10_moves_no_progress,23,False,2,7.02
U103739,2025-07-09,18,3,failed_level_twice,21,False,6,9.08
U103740,2025-08-16,59,0,ads_fatigue,22,False,13,24.9
U103741,2025-08-18,24,3,session_timeout,13,False,15,27.85
U103742,2025-08-21,2,0,ads_fatigue,0,False,0,0.0
U103743,2025-08-08,19,1,session_timeout,10,False,12,17.07
U103744,2025-07-07,11,4,after_10_moves_no_progress,31,False,1,4.31
U103746,2025-08-19,34,2,failed_level_twice,13,False,41,57.84
U103747,2025-07-24,77,7,after_10_moves_no_progress,20,False,9,16.36
U103748,2025-07-07,56,2,after_10_moves_no_progress,18,False,9,15.39
U103749,2025-05-13,8,1,after_10_moves_no_progress,22,False,12,8.56
U103750,2025-08-04,41,3,used_booster_then_quit,18,False,23,35.04
U103751,2025-08-14,6,1,ads_fatigue,26,False,14,30.51
U103752,2025-06-10,3,1,session_timeout,23,False,12,18.36
U103753,2025-07-05,19,5,failed_level_twice,17,True,12,17.93
U103754,2025-08-24,6,2,after_10_moves_no_progress,9,False,8,14.31
U103755,2025-08-25,16,4,failed_level_twice,17,False,6,15.11
U103756,2025-08-27,39,4,failed_level_twice,20,True,8,10.64
U103757,2025-06-10,8,2,ads_fatigue,18,False,19,32.63
U103758,2025-07-01,47,1,after_10_moves_no_progress,22,False,8,10.63
U103759,2025-05-03,1,3,used_booster_then_quit,13,False,17,32.8
U103760,2025-07-24,72,9,failed_level_twice,18,False,10,16.73
U103761,2025-08-20,76,5,failed_level_twice,13,False,19,37.79
U103762,2025-07-25,19,3,failed_level_twice,16,False,18,26.98
U103763,2025-07-25,78,5,after_10_moves_no_progress,11,False,3,4.48
U103764,2025-06-06,20,3,after_10_moves_no_progress,16,False,5,9.3
U103765,2025-07-26,65,5,used_booster_then_quit,19,True,1,14.6
U103766,2025-07-25,10,0,other,0,False,0,0.0
U103767,2025-08-04,22,4,used_booster_then_quit,17,False,11,18.18
U103769,2025-07-04,34,2,failed_level_twice,19,False,17,21.95
U103770,2025-06-17,3,1,used_booster_then_quit,25,False,25,23.47
U103771,2025-07-05,54,2,other,13,False,10,14.8
U103772,2025-07-12,45,3,after_10_moves_no_progress,22,False,11,19.19
U103773,2025-08-20,4,1,used_booster_then_quit,33,False,18,19.79
U103774,2025-08-27,1,2,after_10_moves_no_progress,15,False,9,11.8
U103775,2025-08-21,35,3,session_timeout,13,False,15,31.66
U103776,2025-08-26,7,2,failed_level_twice,16,False,17,23.97
U103777,2025-07-31,14,3,other,11,True,16,25.54
U103778,2025-07-29,86,6,failed_level_twice,18,False,10,15.82
U103780,2025-06-08,27,1,ads_fatigue,23,False,17,23.48
U103781,2025-08-27,37,4,ads_fatigue,20,False,8,21.93
U103782,2025-08-04,65,3,failed_level_twice,26,False,7,6.39
U103783,2025-08-19,63,4,failed_level_twice,18,False,23,22.81
U103784,2025-08-06,20,2,after_10_moves_no_progress,8,False,7,12.83
U103785,2025-08-21,60,2,ads_fatigue,23,True,38,59.31
U103786,2025-06-28,28,2,other,27,False,13,20.45
U103787,2025-07-15,35,2,used_booster_then_quit,21,False,15,19.68
U103788,2025-08-07,58,3,after_10_moves_no_progress,12,False,24,42.85
U103789,2025-08-24,0,0,after_10_moves_no_progress,0,False,0,0.0
U103790,2025-08-13,9,3,after_10_moves_no_progress,26,False,9,16.63
U103791,2025-08-14,50,7,ads_fatigue,21,False,5,15.45
U103792,2025-06-11,18,1,session_timeout,14,False,7,6.34
U103793,2025-08-11,5,0,session_timeout,0,False,0,0.0
U103794,2025-08-10,83,6,ads_fatigue,18,False,14,19.16
U103795,2025-08-11,77,4,session_timeout,24,True,3,8.01
U103796,2025-08-04,52,3,failed_level_twice,17,False,27,35.4
U103797,2025-08-18,4,2,after_10_moves_no_progress,9,False,10,21.15
U103798,2025-07-20,65,4,used_booster_then_quit,17,False,11,11.62
U103799,2025-07-20,66,1,failed_level_twice,16,False,3,9.66
U103801,2025-08-12,70,4,failed_level_twice,12,False,9,12.48
U103802,2025-08-23,46,3,after_10_moves_no_progress,16,False,15,22.05
U103803,2025-07-17,23,3,after_10_moves_no_progress,25,False,31,32.62
U103805,2025-05-29,15,2,other,8,False,12,15.65
U103806,2025-06-14,28,4,failed_level_twice,21,False,2,5.06
U103807,2025-08-24,17,1,other,23,False,22,32.31
U103808,2025-08-24,9,2,other,14,True,2,4.27
U103809,2025-07-25,57,6,after_10_moves_no_progress,21,False,2,7.93
U103810,2025-07-29,76,2,ads_fatigue,13,False,14,15.38
U103811,2025-07-29,83,4,used_booster_then_quit,26,False,15,19.53
U103812,2025-07-15,3,2,used_booster_then_quit,5,False,19,20.93
U103814,2025-07-13,29,5,ads_fatigue,11,False,7,21.44
U103815,2025-07-31,10,3,failed_level_twice,19,False,20,25.25
U103816,2025-08-16,22,3,failed_level_twice,22,False,8,15.34
U103817,2025-08-24,3,0,other,0,False,0,0.0
U103818,2025-07-05,58,1,used_booster_then_quit,4,False,22,31.05
U103819,2025-07-31,68,4,failed_level_twice,20,False,17,30.83
U103820,2025-07-14,66,4,failed_level_twice,21,True,11,14.17
U103821,2025-08-18,5,2,ads_fatigue,28,False,1,5.07
U103822,2025-08-17,13,3,failed_level_twice,15,False,3,4.15
U103823,2025-08-25,48,0,failed_level_twice,0,False,0,0.0
U103824,2025-06-01,21,1,failed_level_twice,11,False,7,11.94
U103825,2025-08-25,84,6,failed_level_twice,24,False,5,6.91
U103826,2025-06-23,18,3,used_booster_then_quit,18,False,4,6.15
U103827,2025-08-10,34,1,after_10_moves_no_progress,8,True,3,8.82
U103828,2025-06-03,3,0,after_10_moves_no_progress,0,False,0,0.0
U103829,2025-06-28,50,4,used_booster_then_quit,21,False,24,27.37
U103830,2025-07-28,1,1,failed_level_twice,13,False,32,46.59
U103831,2025-07-13,38,2,used_booster_then_quit,24,False,8,9.42
U103832,2025-08-06,43,5,failed_level_twice,16,True,39,48.99
U103833,2025-07-19,64,6,ads_fatigue,28,False,9,12.87
U103834,2025-08-05,0,0,session_timeout,0,False,0,0.0
U103835,2025-08-11,35,4,failed_level_twice,12,False,5,14.92
U103836,2025-08-27,10,1,used_booster_then_quit,15,False,11,15.41
U103837,2025-07-30,31,1,after_10_moves_no_progress,11,False,11,21.18
U103838,2025-08-21,0,0,used_booster_then_quit,0,False,0,0.0
U103839,2025-08-16,0,2,used_booster_then_quit,7,False,7,10.2
U103840,2025-08-09,31,3,after_10_moves_no_progress,12,False,23,49.82
U103841,2025-08-27,6,1,other,17,True,36,61.14
U103843,2025-07-18,35,2,after_10_moves_no_progress,14,False,35,45.46
U103844,2025-07-14,69,2,other,19,False,5,15.55
U103845,2025-07-29,19,3,after_10_moves_no_progress,27,False,14,20.39
U103846,2025-08-18,23,1,used_booster_then_quit,23,False,2,7.95
U103847,2025-08-02,1,1,ads_fatigue,12,False,14,28.64
U103848,2025-06-21,34,0,other,0,False,0,0.0
U103850,2025-06-29,38,5,after_10_moves_no_progress,14,True,8,23.97
U103851,2025-08-20,32,3,failed_level_twice,7,False,21,33.25
U103852,2025-08-01,74,5,other,27,False,31,29.35
U103853,2025-08-23,6,2,other,12,True,9,14.37
