user_id,date,day_since_install,active,time_spent_min,interstitial_impressions,rewarded_impressions,ad_revenue_usd,iap_revenue_usd
U102584,2025-08-25,23,1,15.83,7,1,0.102,0.0
U102585,2025-06-12,0,1,7.16,5,0,0.045,4.2636800305526945
U102585,2025-07-07,25,1,13.27,4,3,0.078,0.8459004469433202
U102585,2025-07-17,35,1,8.98,5,1,0.059,0.0
U102586,2025-08-26,0,1,7.08,4,0,0.048,0.0
U102587,2025-05-22,0,1,32.41,12,3,0.198,0.0
U102587,2025-05-23,1,1,22.04,13,2,0.192,0.0
U102587,2025-05-25,3,1,4.06,0,1,0.018,0.0
U102587,2025-05-26,4,1,27.23,8,3,0.15,0.0
U102587,2025-05-31,9,1,10.45,11,2,0.168,0.0
U102587,2025-07-29,68,1,11.5,7,1,0.102,0.0
U102588,2025-07-10,0,1,37.68,16,11,0.39,0.0
U102588,2025-07-11,1,1,63.57,27,7,0.45,0.0
U102588,2025-07-12,2,1,39.57,28,8,0.48,0.0
U102588,2025-07-15,5,1,34.7,19,7,0.354,0.0
U102588,2025-07-27,17,1,32.87,17,9,0.366,0.0
U102588,2025-07-28,18,1,22.9,15,2,0.216,0.0
U102589,2025-05-11,0,1,16.69,7,3,0.138,0.0
U102590,2025-07-28,0,1,8.7,7,2,0.12,4.2636800305526945
U102590,2025-07-31,3,1,10.17,6,5,0.162,0.0
U102590,2025-08-10,13,1,19.7,15,3,0.234,2.5505180142684956
U102592,2025-08-07,0,1,33.8,13,6,0.264,0.0
U102592,2025-08-08,1,1,48.94,17,7,0.33,0.0
U102592,2025-08-09,2,1,65.32,33,6,0.504,0.0
U102592,2025-08-11,4,1,52.66,28,7,0.462,0.0
U102592,2025-08-20,13,1,48.55,31,8,0.516,0.0
U102592,2025-08-24,17,1,11.33,4,1,0.066,0.0
U102593,2025-07-07,1,1,28.98,15,7,0.306,0.0
U102593,2025-07-27,21,1,25.19,18,3,0.27,0.0
U102593,2025-07-29,23,1,34.98,19,8,0.372,0.0
U102594,2025-06-28,0,1,38.75,17,5,0.294,0.0
U102594,2025-06-29,1,1,22.72,6,6,0.18,0.0
U102594,2025-07-10,12,1,79.0,43,16,0.804,0.0
U102594,2025-08-17,50,1,28.97,18,4,0.288,0.0
U102594,2025-08-23,56,1,38.13,17,7,0.33,0.0
U102595,2025-08-09,0,1,15.94,9,3,0.123,0.0
U102595,2025-08-11,2,1,21.01,15,4,0.191,0.0
U102595,2025-08-13,4,1,15.52,6,2,0.082,0.0
U102595,2025-08-20,11,1,34.38,17,2,0.181,0.0
U102596,2025-08-21,0,1,14.48,4,5,0.106,0.0
U102597,2025-08-27,0,1,11.01,12,2,0.18,0.0
U102598,2025-06-17,0,1,26.8,11,3,0.141,0.0
U102598,2025-06-18,1,1,57.69,28,3,0.294,0.0
U102598,2025-06-21,4,1,38.55,25,9,0.351,0.0
U102598,2025-06-28,11,1,25.48,12,2,0.136,0.0
U102598,2025-07-09,22,1,45.88,26,8,0.346,0.0
U102598,2025-07-16,29,1,43.85,27,5,0.313,0.0
U102598,2025-07-26,39,1,32.11,21,3,0.231,0.0
U102598,2025-08-07,51,1,32.87,10,7,0.188,0.0
U102598,2025-08-17,61,1,36.57,22,7,0.296,0.0
U102599,2025-08-27,0,1,5.12,2,1,0.032,0.0
U102600,2025-05-19,0,1,17.17,10,2,0.118,0.0
U102600,2025-05-24,5,1,17.82,9,2,0.109,0.0
U102600,2025-05-31,12,1,14.3,8,1,0.086,0.0
U102600,2025-06-01,13,1,26.14,18,6,0.246,0.0
U102600,2025-06-06,18,1,15.35,9,2,0.109,0.0
U102600,2025-06-07,19,1,7.04,4,2,0.064,0.0
U102600,2025-07-06,48,1,8.53,4,2,0.064,0.0
U102601,2025-05-31,0,1,10.61,5,2,0.096,0.0
U102601,2025-06-03,3,1,14.35,8,2,0.132,0.0
U102601,2025-06-05,5,1,19.57,6,2,0.108,0.0
U102601,2025-06-08,8,1,6.94,2,1,0.042,0.0
U102601,2025-06-10,10,1,5.08,1,0,0.012,0.0
U102601,2025-07-11,41,1,10.31,6,1,0.09,0.0
U102601,2025-07-25,55,1,16.69,6,3,0.126,0.0
U102601,2025-08-22,83,1,14.33,3,2,0.072,0.0
U102602,2025-05-11,0,1,12.33,7,5,0.133,0.0
U102602,2025-05-13,2,1,17.29,11,3,0.141,0.0
U102602,2025-05-17,6,1,25.2,15,5,0.205,0.0
U102602,2025-05-23,12,1,34.79,21,8,0.301,0.0
U102602,2025-05-26,15,1,13.46,6,7,0.152,0.0
U102602,2025-05-31,20,1,35.58,19,5,0.241,0.0
U102602,2025-06-30,50,1,43.06,30,5,0.34,0.0
U102602,2025-07-15,65,1,10.95,5,3,0.087,0.0
U102603,2025-06-02,0,1,20.18,6,4,0.11,0.0
U102603,2025-06-03,1,1,50.03,26,10,0.374,0.0
U102603,2025-06-08,6,1,16.98,11,4,0.155,0.0
U102603,2025-07-08,36,1,23.97,16,9,0.27,0.0
U102603,2025-07-26,54,1,24.41,15,1,0.149,0.0
U102604,2025-08-01,0,1,10.59,8,1,0.114,0.0
U102604,2025-08-17,16,1,5.38,0,1,0.018,0.0
U102604,2025-08-25,24,1,25.52,15,7,0.306,0.0
U102605,2025-08-22,11,1,12.37,4,1,0.05,0.0
U102606,2025-08-02,0,1,16.74,11,1,0.113,0.0
U102607,2025-07-15,0,1,13.65,2,3,0.078,0.0
U102607,2025-07-31,16,1,14.54,6,3,0.126,0.0
U102607,2025-08-01,17,1,29.92,17,3,0.258,0.0
U102607,2025-08-02,18,1,22.36,8,4,0.168,0.0
U102607,2025-08-05,21,1,18.34,4,3,0.102,0.0
U102608,2025-07-01,0,1,93.38,46,25,1.002,0.0
U102608,2025-07-02,1,1,38.12,16,8,0.336,0.0
U102608,2025-07-05,4,1,49.62,20,13,0.474,0.0
U102608,2025-08-19,49,1,24.16,15,8,0.324,0.0
U102609,2025-07-25,0,1,6.57,4,0,0.048,0.0
U102609,2025-08-07,13,1,6.12,1,1,0.03,0.0
U102609,2025-08-10,16,1,8.31,7,1,0.102,0.0
U102609,2025-08-22,28,1,4.66,4,0,0.048,0.0
U102610,2025-06-16,0,1,25.4,14,5,0.258,0.0
U102610,2025-06-17,1,1,22.46,10,4,0.192,0.0
U102610,2025-06-18,2,1,11.5,8,1,0.114,0.0
U102610,2025-06-22,6,1,17.7,8,4,0.168,0.0
U102610,2025-06-24,8,1,61.58,24,10,0.468,0.0
U102610,2025-07-11,25,1,25.23,17,3,0.258,0.0
U102610,2025-07-13,27,1,35.19,20,6,0.348,0.0
U102610,2025-07-18,32,1,27.01,14,6,0.276,0.0
U102610,2025-07-24,38,1,16.02,4,4,0.12,0.0
U102610,2025-08-02,47,1,19.12,6,4,0.144,0.0
U102610,2025-08-11,56,1,18.95,7,4,0.156,0.0
U102610,2025-08-28,73,1,26.33,17,3,0.258,0.0
U102611,2025-08-09,0,1,23.91,19,4,0.3,0.8459004469433202
U102611,2025-08-10,1,1,20.66,8,8,0.24,0.0
U102611,2025-08-14,5,1,30.81,16,4,0.264,0.0
U102611,2025-08-15,6,1,21.94,13,2,0.192,8.535904510064412
U102612,2025-07-21,0,1,8.09,0,0,0.0,0.0
U102612,2025-07-30,9,1,5.92,1,0,0.009,0.0
U102612,2025-08-16,26,1,9.87,9,2,0.109,0.0
U102612,2025-08-24,34,1,2.19,1,0,0.009,0.0
U102613,2025-07-23,0,1,42.57,23,11,0.361,0.0
U102613,2025-08-15,23,1,22.05,16,2,0.172,0.0
U102613,2025-08-16,24,1,12.76,8,3,0.114,0.0
U102613,2025-08-18,26,1,24.6,11,2,0.127,0.0
U102614,2025-07-04,0,1,35.03,13,7,0.215,0.0
U102614,2025-07-05,1,1,30.51,23,6,0.291,0.0
U102614,2025-07-31,27,1,30.23,15,7,0.233,0.0
U102614,2025-08-20,47,1,20.57,8,1,0.086,0.0
U102615,2025-08-15,0,1,23.67,9,4,0.18,0.0
U102615,2025-08-20,5,1,14.12,6,2,0.108,0.0
U102615,2025-08-28,13,1,11.67,1,1,0.03,0.0
U102616,2025-05-31,0,1,12.21,8,1,0.114,0.0
U102616,2025-06-05,5,1,29.03,16,4,0.264,0.0
U102617,2025-06-15,0,1,7.56,4,5,0.138,0.0
U102617,2025-06-21,6,1,16.93,6,4,0.144,0.0
U102617,2025-08-22,68,1,14.68,5,0,0.06,0.0
U102618,2025-08-02,0,1,30.1,13,1,0.131,0.0
U102618,2025-08-06,4,1,11.88,7,1,0.077,0.0
U102618,2025-08-24,22,1,12.8,6,0,0.054,0.0
U102619,2025-06-29,0,1,45.76,32,6,0.492,0.0
U102619,2025-06-30,1,1,45.69,19,4,0.3,0.0
U102619,2025-07-17,18,1,14.85,6,3,0.126,0.0
U102619,2025-08-20,52,1,45.62,16,5,0.282,0.0
U102620,2025-08-15,0,1,41.98,27,6,0.327,0.0
U102620,2025-08-26,11,1,47.64,30,6,0.354,0.0
U102621,2025-06-11,0,1,20.1,10,6,0.228,0.0
U102621,2025-06-12,1,1,33.27,20,4,0.312,0.0
U102621,2025-06-15,4,1,11.07,11,3,0.186,0.0
U102621,2025-06-16,5,1,16.61,3,3,0.09,0.0
U102621,2025-06-26,15,1,14.24,6,3,0.126,0.0
U102622,2025-06-14,0,1,11.38,3,3,0.09,0.0
U102622,2025-06-21,7,1,14.02,3,5,0.126,0.0
U102623,2025-08-15,0,1,13.47,8,2,0.132,0.0
U102623,2025-08-17,2,1,13.02,6,1,0.09,0.0
U102624,2025-06-25,0,1,8.66,6,2,0.108,0.0
U102624,2025-07-15,20,1,4.47,0,1,0.018,0.0
U102624,2025-08-13,49,1,6.27,6,1,0.09,0.0
U102625,2025-07-01,0,1,21.5,22,4,0.254,0.0
U102625,2025-07-04,3,1,13.27,8,4,0.128,0.0
U102625,2025-07-08,7,1,12.28,3,1,0.041,0.0
U102625,2025-08-17,47,1,13.59,0,2,0.028,0.0
U102626,2025-06-09,0,1,39.24,13,6,0.264,0.0
U102626,2025-06-10,1,1,42.88,25,7,0.426,0.0
U102626,2025-06-17,8,1,36.04,17,7,0.33,0.0
U102626,2025-07-02,23,1,14.39,7,1,0.102,0.0
U102626,2025-07-11,32,1,42.46,25,9,0.462,0.0
U102626,2025-07-17,38,1,82.52,36,27,0.918,0.0
U102627,2025-06-03,0,1,18.16,6,3,0.126,0.0
U102627,2025-06-19,16,1,4.5,3,1,0.054,0.0
U102627,2025-07-06,33,1,17.41,4,3,0.102,0.0
U102628,2025-07-18,0,1,17.38,12,2,0.136,0.0
U102628,2025-07-20,2,1,8.89,1,2,0.037,0.0
U102628,2025-08-03,16,1,17.42,11,4,0.155,0.0
U102629,2025-05-15,0,1,9.47,6,2,0.108,0.0
U102629,2025-05-18,3,1,6.22,3,1,0.054,0.0
U102629,2025-05-27,12,1,16.88,8,5,0.186,0.0
U102629,2025-06-01,17,1,16.21,5,0,0.06,0.0
U102629,2025-06-07,23,1,8.64,8,2,0.132,0.0
U102629,2025-06-08,24,1,4.45,2,1,0.042,0.0
U102629,2025-06-11,27,1,10.93,6,1,0.09,0.0
U102629,2025-06-17,33,1,14.32,5,1,0.078,0.0
U102629,2025-06-24,40,1,30.44,18,3,0.27,0.0
U102630,2025-08-14,0,1,104.02,40,12,0.696,0.0
U102630,2025-08-19,5,1,46.61,23,6,0.384,0.0
U102630,2025-08-26,12,1,41.14,27,7,0.45,0.0
U102631,2025-08-02,0,1,22.79,10,4,0.146,0.0
U102631,2025-08-03,1,1,15.16,7,7,0.161,0.0
U102631,2025-08-04,2,1,10.54,4,0,0.036,0.0
U102631,2025-08-05,3,1,28.97,15,4,0.191,0.0
U102631,2025-08-08,6,1,16.18,9,3,0.123,0.0
U102631,2025-08-10,8,1,20.63,9,2,0.109,0.0
U102631,2025-08-11,9,1,38.42,26,7,0.332,0.0
U102632,2025-05-23,0,1,32.45,20,7,0.366,0.0
U102632,2025-05-29,6,1,29.34,14,5,0.258,0.0
U102632,2025-06-29,37,1,26.73,17,6,0.312,0.0
U102632,2025-07-19,57,1,16.59,6,4,0.144,0.0
U102632,2025-07-22,60,1,28.49,13,3,0.21,0.0
U102633,2025-07-23,0,1,34.45,21,3,0.231,0.0
U102633,2025-07-26,3,1,21.89,10,4,0.146,0.0
U102633,2025-07-29,6,1,30.29,11,4,0.155,0.0
U102634,2025-07-12,0,1,31.47,11,12,0.267,0.0
U102634,2025-07-16,4,1,41.57,14,7,0.224,0.0
U102634,2025-07-28,16,1,35.03,20,8,0.292,0.0
U102634,2025-08-01,20,1,36.81,12,5,0.178,0.0
U102634,2025-08-26,45,1,31.86,13,3,0.159,0.0
U102635,2025-05-23,0,1,22.55,8,2,0.132,0.0
U102635,2025-06-01,9,1,31.9,12,10,0.324,0.0
U102635,2025-06-02,10,1,41.18,27,10,0.504,0.0
U102635,2025-06-21,29,1,17.7,13,1,0.174,0.0
U102636,2025-06-02,0,1,29.06,11,6,0.24,0.0
U102636,2025-06-03,1,1,28.01,11,6,0.24,0.0
U102636,2025-06-05,3,1,14.96,9,0,0.108,0.0
U102636,2025-06-13,11,1,14.5,7,3,0.138,0.0
U102636,2025-06-14,12,1,14.9,9,3,0.162,0.0
U102636,2025-07-13,41,1,23.08,7,4,0.156,0.0
U102636,2025-07-18,46,1,24.59,14,5,0.258,0.0
U102637,2025-06-19,0,1,16.5,6,2,0.108,0.0
U102637,2025-06-24,5,1,22.21,14,5,0.258,0.0
U102637,2025-06-25,6,1,12.03,4,1,0.066,0.0
U102638,2025-07-23,0,1,15.63,8,1,0.114,0.0
U102639,2025-07-16,0,1,44.12,24,7,0.314,0.0
U102639,2025-07-19,3,1,27.24,10,7,0.188,0.0
U102639,2025-07-21,5,1,41.06,22,6,0.282,0.0
U102639,2025-07-22,6,1,19.85,11,2,0.127,0.0
U102639,2025-07-23,7,1,58.8,32,7,0.386,0.0
U102639,2025-08-21,36,1,49.89,27,8,0.355,0.0
U102640,2025-07-03,0,1,27.01,15,6,0.288,0.0
U102640,2025-07-04,1,1,15.35,9,3,0.162,0.0
U102640,2025-07-07,4,1,51.58,23,5,0.366,0.0
U102640,2025-08-05,33,1,24.78,8,5,0.186,0.0
U102640,2025-08-10,38,1,21.92,17,6,0.312,0.0
U102641,2025-08-01,0,1,2.9,3,1,0.054,0.0
U102641,2025-08-02,1,1,2.19,1,0,0.012,0.0
U102641,2025-08-04,3,1,3.9,2,3,0.078,0.0
U102641,2025-08-07,6,1,11.44,4,1,0.066,0.0
U102641,2025-08-17,16,1,14.12,13,2,0.192,0.0
U102642,2025-07-30,0,1,41.44,19,6,0.336,0.0
U102642,2025-07-31,1,1,26.56,11,4,0.204,0.0
U102642,2025-08-28,29,1,41.48,16,8,0.336,0.0
U102643,2025-07-14,0,1,23.33,14,4,0.24,0.0
U102643,2025-07-15,1,1,24.57,11,6,0.24,0.0
U102643,2025-07-30,16,1,28.58,21,4,0.324,0.0
U102644,2025-08-04,1,1,53.66,20,10,0.32,0.0
U102644,2025-08-05,2,1,26.38,21,5,0.259,0.0
U102645,2025-06-10,0,1,9.52,4,3,0.078,0.0
U102645,2025-06-23,13,1,16.83,6,3,0.096,0.0
U102645,2025-06-26,16,1,13.75,12,4,0.164,0.0
U102645,2025-07-22,42,1,6.01,4,2,0.064,0.0
U102646,2025-08-14,0,1,11.77,6,3,0.096,0.0
U102646,2025-08-19,5,1,15.72,5,1,0.059,0.0
U102647,2025-07-20,7,1,13.61,6,1,0.068,0.0
U102647,2025-08-01,19,1,39.96,14,8,0.238,0.0
U102648,2025-08-07,0,1,11.52,4,2,0.084,0.0
U102648,2025-08-08,1,1,9.57,7,2,0.12,0.0
U102648,2025-08-23,16,1,5.76,3,1,0.054,0.0
U102649,2025-07-05,0,1,24.36,11,1,0.113,0.0
U102649,2025-07-16,11,1,46.41,27,10,0.383,0.0
U102649,2025-08-11,37,1,31.42,11,4,0.155,0.0
U102650,2025-05-27,0,1,12.62,2,2,0.06,0.0
U102650,2025-05-28,1,1,6.56,2,0,0.024,0.0
U102650,2025-07-08,42,1,13.18,7,2,0.12,0.0
U102650,2025-08-17,82,1,8.41,5,2,0.096,0.0
U102651,2025-07-05,0,1,26.59,15,3,0.177,0.0
U102651,2025-07-06,1,1,18.63,7,2,0.091,0.0
U102651,2025-07-07,2,1,32.75,8,6,0.156,0.0
U102651,2025-07-19,14,1,30.88,16,4,0.2,0.0
U102651,2025-07-30,25,1,22.29,12,4,0.164,0.0
U102652,2025-06-26,12,1,11.12,6,3,0.126,0.0
U102652,2025-07-19,35,1,12.69,7,2,0.12,0.0
U102653,2025-07-23,0,1,11.11,4,1,0.05,0.0
U102653,2025-07-26,3,1,18.85,8,1,0.086,0.0
U102653,2025-07-31,8,1,20.57,11,6,0.183,0.0
U102653,2025-08-02,10,1,14.93,8,4,0.128,0.0
U102653,2025-08-13,21,1,8.17,5,0,0.045,0.0
U102653,2025-08-25,33,1,13.14,8,1,0.086,0.0
U102654,2025-06-27,0,1,23.16,14,6,0.21,0.0
U102654,2025-07-03,6,1,27.17,15,4,0.191,0.0
U102654,2025-08-15,49,1,28.66,12,4,0.164,0.0
U102655,2025-08-09,0,1,46.63,27,5,0.313,0.0
U102655,2025-08-23,14,1,10.79,7,1,0.077,0.0
U102656,2025-07-22,1,1,20.78,10,3,0.174,0.0
U102656,2025-07-27,6,1,40.22,23,13,0.51,0.0
U102656,2025-08-05,15,1,26.87,17,6,0.312,0.0
U102657,2025-07-22,0,1,13.86,8,5,0.186,0.0
U102657,2025-07-25,3,1,15.27,5,2,0.096,0.0
U102657,2025-08-18,27,1,22.14,9,1,0.126,0.0
U102658,2025-05-31,4,1,17.82,8,5,0.186,0.0
U102658,2025-06-13,17,1,7.75,3,3,0.09,0.0
U102659,2025-08-27,0,1,38.42,21,3,0.306,0.0
U102660,2025-08-10,0,1,27.7,14,3,0.168,0.0
U102660,2025-08-11,1,1,14.55,7,2,0.091,0.0
U102660,2025-08-17,7,1,8.27,4,1,0.05,0.0
U102660,2025-08-19,9,1,22.28,9,2,0.109,0.0
U102660,2025-08-20,10,1,11.71,4,2,0.064,0.0
U102660,2025-08-21,11,1,15.82,10,2,0.118,0.0
U102660,2025-08-27,17,1,9.54,5,2,0.073,0.0
U102661,2025-08-03,0,1,30.16,16,3,0.186,0.0
U102662,2025-06-09,0,1,15.07,8,5,0.142,0.0
U102662,2025-06-10,1,1,35.75,21,11,0.343,0.0
U102662,2025-06-22,13,1,80.57,42,15,0.588,0.0
U102662,2025-06-23,14,1,20.43,8,6,0.156,0.0
U102662,2025-07-01,22,1,71.67,38,10,0.482,0.0
U102662,2025-08-17,69,1,18.43,12,4,0.164,0.0
U102663,2025-07-11,7,1,23.78,10,2,0.156,0.0
U102663,2025-07-30,26,1,8.99,4,0,0.048,0.0
U102663,2025-08-10,37,1,23.69,7,4,0.156,0.0
U102664,2025-05-17,0,1,11.9,14,4,0.24,0.0
U102664,2025-05-18,1,1,11.59,5,3,0.114,0.0
U102664,2025-05-22,5,1,6.37,3,0,0.036,0.0
U102665,2025-07-04,0,1,14.11,4,1,0.05,0.0
U102665,2025-07-06,2,1,11.64,7,2,0.091,0.0
U102665,2025-07-07,3,1,20.69,7,5,0.133,0.0
U102665,2025-07-11,7,1,12.55,7,2,0.091,0.0
U102665,2025-08-24,51,1,9.23,2,1,0.032,0.0
U102666,2025-05-18,0,1,7.03,4,3,0.102,0.0
U102666,2025-05-21,3,1,11.03,3,1,0.054,0.0
U102666,2025-05-27,9,1,31.57,18,5,0.306,0.0
U102666,2025-05-30,12,1,20.2,10,4,0.192,0.0
U102666,2025-06-11,24,1,9.61,6,0,0.072,0.0
U102666,2025-06-12,25,1,28.0,7,4,0.156,0.0
U102667,2025-07-06,0,1,33.44,18,4,0.218,0.0
U102667,2025-07-15,9,1,16.14,5,2,0.073,0.0
U102667,2025-07-21,15,1,23.42,6,7,0.152,0.0
U102667,2025-08-15,40,1,24.51,15,5,0.205,0.0
U102668,2025-07-17,0,1,23.12,11,4,0.155,0.0
U102668,2025-07-19,2,1,9.58,4,1,0.05,0.0
U102668,2025-07-30,13,1,17.63,9,0,0.081,0.0
U102668,2025-08-26,40,1,35.45,9,7,0.179,0.0
U102668,2025-08-28,42,1,16.01,9,0,0.081,0.0
U102669,2025-06-16,0,1,12.08,9,2,0.144,0.0
U102669,2025-06-17,1,1,18.37,7,2,0.12,0.0
U102669,2025-07-13,27,1,9.56,4,3,0.102,0.0
U102669,2025-07-15,29,1,27.75,14,6,0.276,0.0
U102669,2025-08-26,71,1,22.92,11,6,0.24,0.0
U102670,2025-06-29,0,1,35.99,22,4,0.254,0.0
U102670,2025-07-17,18,1,15.95,11,4,0.155,0.0
U102670,2025-08-18,50,1,43.66,18,10,0.302,0.0
U102671,2025-08-14,0,1,23.84,9,11,0.235,0.0
U102671,2025-08-21,7,1,52.57,20,12,0.348,0.0
U102671,2025-08-25,11,1,58.15,22,10,0.338,0.0
U102671,2025-08-28,14,1,19.84,10,1,0.104,0.0
U102672,2025-05-14,0,1,13.36,8,2,0.1,0.0
U102672,2025-05-17,3,1,28.48,14,3,0.168,0.0
U102672,2025-05-22,8,1,27.5,13,4,0.173,0.0
U102672,2025-06-02,19,1,57.91,28,12,0.42,0.0
U102673,2025-08-04,0,1,13.84,10,5,0.21,0.0
U102673,2025-08-05,1,1,13.99,12,3,0.198,0.0
U102673,2025-08-06,2,1,8.44,3,2,0.072,0.0
U102673,2025-08-11,7,1,10.04,6,2,0.108,0.0
U102674,2025-05-21,0,1,24.69,17,7,0.33,0.0
U102674,2025-05-23,2,1,17.13,4,8,0.192,0.0
U102674,2025-05-29,8,1,11.79,2,2,0.06,0.0
U102674,2025-06-14,24,1,14.12,9,2,0.144,0.0
U102675,2025-05-09,4,1,12.96,8,4,0.168,0.0
U102675,2025-06-01,27,1,16.47,6,2,0.108,0.0
U102675,2025-07-16,72,1,9.27,4,2,0.084,0.0
U102676,2025-05-23,0,1,12.41,4,2,0.064,0.0
U102676,2025-05-25,2,1,21.95,16,1,0.158,0.0
U102676,2025-06-07,15,1,8.82,3,1,0.041,0.0
U102676,2025-07-14,52,1,14.6,4,4,0.092,0.0
U102676,2025-08-04,73,1,33.74,19,10,0.311,0.0
U102676,2025-08-07,76,1,11.91,3,2,0.055,0.0
U102677,2025-07-31,0,1,11.68,7,0,0.084,0.0
U102677,2025-08-22,22,1,27.26,13,3,0.21,0.0
U102678,2025-06-18,0,1,35.87,27,9,0.369,0.0
U102678,2025-06-28,10,1,19.15,10,3,0.132,0.0
U102678,2025-07-25,37,1,14.15,11,6,0.183,0.0
U102679,2025-08-13,0,1,14.39,10,2,0.156,0.0
U102679,2025-08-19,6,1,11.83,4,0,0.048,0.0
U102679,2025-08-28,15,1,17.06,5,1,0.078,0.0
U102680,2025-07-05,3,1,29.87,11,4,0.155,0.0
U102680,2025-07-09,7,1,43.22,22,12,0.366,0.0
U102680,2025-07-11,9,1,19.45,11,1,0.113,0.0
U102680,2025-07-21,19,1,28.15,11,11,0.253,0.0
U102680,2025-07-31,29,1,23.63,17,1,0.167,0.0
U102681,2025-05-03,0,1,12.97,10,5,0.16,0.0
U102681,2025-05-07,4,1,17.59,13,2,0.145,0.0
U102681,2025-05-08,5,1,20.3,12,1,0.122,0.0
U102681,2025-05-09,6,1,36.65,20,5,0.25,0.0
U102681,2025-05-23,20,1,34.31,12,6,0.192,0.0
U102681,2025-06-17,45,1,8.96,6,1,0.068,0.0
U102682,2025-07-26,0,1,21.65,12,2,0.136,0.0
U102682,2025-08-04,9,1,14.69,11,2,0.127,0.0
U102683,2025-05-21,7,1,16.15,8,1,0.114,0.0
U102683,2025-05-29,15,1,3.08,1,0,0.012,0.0
U102684,2025-08-04,1,1,6.72,6,2,0.108,0.0
U102684,2025-08-08,5,1,21.29,10,4,0.192,0.0
U102684,2025-08-17,14,1,17.53,9,3,0.162,0.0
U102685,2025-05-21,0,1,15.85,6,1,0.09,0.0
U102685,2025-05-27,6,1,14.27,6,2,0.108,0.0
U102685,2025-05-28,7,1,15.88,5,3,0.114,0.0
U102685,2025-05-31,10,1,5.87,1,1,0.03,0.0
U102685,2025-07-05,45,1,19.2,7,2,0.12,0.0
U102685,2025-07-12,52,1,9.84,7,2,0.12,0.0
U102685,2025-08-09,80,1,25.8,11,3,0.186,0.0
U102685,2025-08-14,85,1,8.42,2,5,0.114,0.0
U102686,2025-06-11,0,1,34.12,19,7,0.354,0.0
U102686,2025-06-12,1,1,10.27,1,3,0.066,0.0
U102686,2025-06-14,3,1,46.11,28,5,0.426,0.0
U102686,2025-06-23,12,1,38.55,21,5,0.342,0.0
U102686,2025-06-24,13,1,49.1,22,7,0.39,0.0
U102686,2025-07-09,28,1,15.35,6,6,0.18,0.0
U102686,2025-07-21,40,1,27.75,11,5,0.222,0.0
U102687,2025-07-31,0,1,38.0,19,3,0.213,0.0
U102687,2025-08-06,6,1,27.43,16,4,0.2,0.0
U102687,2025-08-18,18,1,12.4,8,3,0.114,0.0
U102687,2025-08-24,24,1,25.1,14,4,0.182,0.0
U102688,2025-08-23,0,1,24.93,18,2,0.19,0.0
U102688,2025-08-25,2,1,23.28,19,5,0.241,0.0
U102689,2025-06-14,0,1,5.37,4,1,0.066,0.0
U102689,2025-06-15,1,1,10.23,6,1,0.09,0.0
U102689,2025-06-16,2,1,4.03,3,0,0.036,0.0
U102689,2025-07-06,22,1,3.94,5,0,0.06,0.0
U102689,2025-08-05,52,1,6.54,4,0,0.048,0.0
U102690,2025-08-08,0,1,15.11,9,2,0.144,0.0
U102691,2025-05-23,0,1,12.89,7,1,0.102,0.0
U102692,2025-08-05,0,1,7.84,2,1,0.032,0.0
U102692,2025-08-20,15,1,4.37,4,1,0.05,0.0
U102693,2025-07-18,0,1,32.85,15,7,0.306,0.0
U102693,2025-07-23,5,1,119.15,66,20,1.152,0.0
U102693,2025-07-27,9,1,19.12,12,5,0.234,0.0
U102694,2025-06-12,19,1,8.59,5,1,0.078,0.0
U102694,2025-06-17,24,1,12.89,8,2,0.132,0.0
U102694,2025-08-01,69,1,19.28,9,2,0.144,0.0
U102695,2025-06-06,0,1,76.16,38,8,0.454,0.0
U102695,2025-06-08,2,1,35.92,15,7,0.233,0.0
U102695,2025-06-09,3,1,30.36,11,6,0.183,0.0
U102695,2025-06-10,4,1,53.67,21,14,0.385,0.0
U102695,2025-06-15,9,1,41.47,18,7,0.26,0.0
U102695,2025-07-02,26,1,65.73,25,11,0.379,0.0
U102695,2025-07-03,27,1,36.79,27,6,0.327,0.0
U102696,2025-05-16,0,1,21.87,13,6,0.264,0.0
U102696,2025-05-17,1,1,67.53,33,17,0.702,0.0
U102696,2025-05-18,2,1,21.52,8,6,0.204,0.0
U102697,2025-07-16,31,1,7.24,2,0,0.018,0.0
U102698,2025-05-25,0,1,22.87,14,3,0.168,0.0
U102698,2025-05-28,3,1,20.08,6,4,0.11,0.0
U102698,2025-05-29,4,1,31.4,11,9,0.225,0.0
U102698,2025-06-03,9,1,18.03,15,3,0.177,0.0
U102698,2025-06-06,12,1,27.89,9,6,0.165,0.0
U102698,2025-06-13,19,1,19.63,10,7,0.188,0.0
U102698,2025-06-16,22,1,40.36,26,3,0.276,0.0
U102699,2025-07-17,0,1,33.95,19,3,0.282,0.0
U102699,2025-07-23,6,1,22.31,11,4,0.204,0.0
U102699,2025-08-22,36,1,7.55,6,3,0.126,0.0
U102699,2025-08-27,41,1,9.67,5,1,0.078,0.0
U102700,2025-08-28,0,1,29.88,13,7,0.282,0.0
U102701,2025-05-02,0,1,33.34,9,4,0.137,0.0
U102701,2025-05-03,1,1,42.7,22,4,0.254,0.0
U102701,2025-05-07,5,1,36.16,17,8,0.265,0.0
U102701,2025-06-04,33,1,17.16,14,5,0.196,0.0
