user_id,install_date,country,state,os,device_model,channel,campaign,engagement_factor,base_time_spent_min
U102411,2025-08-04,US,CA,iOS,iPhone SE 3,Organic,ORG_StoreSearch,0.5931,20.61
U102412,2025-07-13,US,UT,iOS,iPhone 15,Google UAC,GGL_UAC_Retarget,0.8257,9.56
U102413,2025-05-27,US,CA,Android,Galaxy S22,Organic,ORG_NA,0.5501,20.35
U102414,2025-07-13,US,IL,iOS,iPhone SE 3,Google UAC,GGL_UAC_iOS,0.7062,16.53
U102415,2025-07-15,US,CA,Android,Pixel 7,Snapchat,SNP_CPI_Optimized,1.4599,10.27
U102416,2025-07-28,US,CA,Android,Galaxy S23,Google UAC,GGL_UAC_Broad,0.8417,23.12
U102417,2025-07-14,US,IN,iOS,iPhone 13,Organic,ORG_StoreSearch,1.1484,23.32
U102418,2025-08-25,US,IL,iOS,iPhone 15,Organic,ORG_NA,0.9475,22.27
U102419,2025-05-24,US,IN,Android,Pixel 8,Google UAC,GGL_UAC_Broad,0.7757,23.76
U102420,2025-08-23,US,NY,Android,Pixel 7,Organic,ORG_StoreSearch,0.6045,19.15
U102421,2025-07-04,US,NY,iOS,iPhone SE 3,Organic,ORG_StoreSearch,0.771,15.91
U102422,2025-07-20,US,NY,iOS,iPhone 14,Apple Search Ads,ASA_Exact_Solitaire,0.9736,43.61
U102423,2025-05-12,US,MI,iOS,iPhone 14,Google UAC,GGL_UAC_Broad,1.1412,19.38
U102424,2025-06-15,US,MO,iOS,iPhone SE 3,Google UAC,GGL_UAC_Broad,0.9502,5.05
U102425,2025-08-01,US,PA,iOS,iPhone 15,TikTok,TTK_UGC_Puzzle,1.1733,5.35
U102426,2025-07-24,US,FL,Android,Galaxy S23,Organic,ORG_Blog,0.4926,32.88
U102427,2025-05-05,US,OK,Android,Galaxy S22,Snapchat,SNP_CPI_Optimized,1.2798,7.19
U102428,2025-07-05,US,CA,Android,Galaxy S23,Google UAC,GGL_UAC_Broad,0.5762,13.71
U102429,2025-05-11,US,OH,iOS,iPhone SE 3,TikTok,TTK_UGC_Puzzle,1.341,9.8
U102430,2025-08-28,US,IL,iOS,iPhone 15,Facebook,FB_Video_30s,1.1062,15.47
U102431,2025-08-16,US,CA,Android,Moto G Power,Apple Search Ads,ASA_Exact_Solitaire,0.4282,21.83
U102432,2025-05-03,US,NY,Android,Galaxy S23,CrossPromo,XPR_PartnerB,1.215,12.91
U102433,2025-08-12,US,CA,iOS,iPhone 13,Google UAC,GGL_UAC_iOS,1.3472,11.97
U102434,2025-08-19,US,CO,Android,Moto G Power,Snapchat,SNP_CPI_Optimized,1.4965,25.92
U102435,2025-06-12,US,MI,Android,Pixel 7,Google UAC,GGL_UAC_iOS,0.6654,67.11
U102436,2025-07-26,US,MO,Android,Pixel 7,Google UAC,GGL_UAC_iOS,0.9722,23.58
U102437,2025-06-23,US,OH,iOS,iPhone 13,Google UAC,GGL_UAC_Broad,1.1946,11.4
U102438,2025-07-18,US,MI,Android,Pixel 7,Facebook,FB_Video_30s,1.2147,27.83
U102439,2025-06-10,US,WA,iOS,iPhone 15,Organic,ORG_NA,1.0659,43.05
U102440,2025-06-08,US,SC,Android,Moto G Power,Facebook,FB_Video_30s,0.7629,30.63
U102441,2025-06-20,US,CA,iOS,iPhone 13,Facebook,FB_Interest_Puzzle,1.3434,8.32
U102442,2025-05-18,US,FL,iOS,iPhone 15,Apple Search Ads,ASA_Discovery,1.3465,23.44
U102443,2025-08-08,US,WA,iOS,iPhone 13,Apple Search Ads,ASA_Broad_Card,0.8507,14.31
U102444,2025-06-11,US,OR,iOS,iPhone 15,Google UAC,GGL_UAC_iOS,0.6614,18.48
U102445,2025-06-18,US,CT,Android,Pixel 8,Google UAC,GGL_UAC_Retarget,0.6763,14.93
U102446,2025-08-16,US,NJ,iOS,iPhone SE 3,Organic,ORG_StoreSearch,1.5619,26.1
U102447,2025-06-29,US,TX,Android,Galaxy S22,Organic,ORG_Blog,1.3235,15.09
U102448,2025-07-05,US,CA,iOS,iPhone 15,Organic,ORG_Blog,0.8976,36.57
U102449,2025-08-23,US,KY,iOS,iPhone 15,Google UAC,GGL_UAC_Broad,0.8355,17.97
U102450,2025-08-15,US,IL,iOS,iPhone 13,Organic,ORG_Blog,0.4461,16.1
U102451,2025-05-21,US,TX,iOS,iPhone 13,Snapchat,SNP_CPI_Optimized,0.8748,23.96
U102452,2025-06-26,US,LA,Android,Pixel 8,Facebook,FB_Video_30s,0.5619,21.52
U102453,2025-08-25,US,CA,iOS,iPhone SE 3,Google UAC,GGL_UAC_Retarget,0.9643,24.3
U102454,2025-06-14,US,AZ,Android,Pixel 8,Facebook,FB_Video_30s,1.4537,16.84
U102455,2025-06-14,US,MI,iOS,iPhone 14,Organic,ORG_StoreSearch,0.6113,35.08
U102456,2025-05-24,US,CA,Android,Pixel 8,Google UAC,GGL_UAC_iOS,0.9954,29.53
U102457,2025-05-14,US,FL,iOS,iPhone 13,Facebook,FB_Video_30s,1.3487,17.89
U102458,2025-07-28,US,TX,Android,Galaxy S22,Google UAC,GGL_UAC_iOS,0.9882,27.16
U102459,2025-08-01,US,MI,Android,Pixel 7,Google UAC,GGL_UAC_Retarget,0.7337,15.78
U102460,2025-08-25,US,PA,iOS,iPhone 13,CrossPromo,XPR_PartnerB,0.9086,23.94
U102461,2025-08-01,US,CA,iOS,iPhone 14,TikTok,TTK_SparkAds,1.327,27.19
U102462,2025-05-30,US,OK,Android,Galaxy S23,Facebook,FB_Interest_Puzzle,1.005,20.39
U102463,2025-05-05,US,FL,Android,Galaxy S23,Facebook,FB_LAL_Payers,0.9036,11.94
U102464,2025-08-27,US,NY,iOS,iPhone 13,Facebook,FB_Video_30s,1.4369,9.91
U102465,2025-06-10,US,TX,Android,Pixel 8,Organic,ORG_Blog,1.1118,20.85
U102466,2025-06-07,US,TX,iOS,iPhone 13,Google UAC,GGL_UAC_Broad,0.5592,12.53
U102467,2025-08-17,US,UT,iOS,iPhone 13,Organic,ORG_Blog,1.1648,30.49
U102468,2025-07-10,US,NY,Android,Pixel 8,Google UAC,GGL_UAC_Retarget,1.3229,8.47
U102469,2025-05-26,US,IL,Android,Galaxy S22,Facebook,FB_Video_30s,0.5516,34.78
U102470,2025-08-15,US,CO,Android,Pixel 7,Organic,ORG_NA,0.3651,18.46
U102471,2025-08-28,US,NJ,iOS,iPhone 13,Snapchat,SNP_CPI_Optimized,0.5964,11.74
U102472,2025-05-11,US,FL,iOS,iPhone 15,TikTok,TTK_UGC_Puzzle,0.8685,14.36
U102473,2025-08-12,US,SC,Android,Galaxy S23,Apple Search Ads,ASA_Broad_Card,1.3552,16.26
U102474,2025-06-16,US,MA,Android,Moto G Power,Facebook,FB_LAL_Payers,0.6336,22.92
U102475,2025-07-02,US,TX,Android,Galaxy S22,TikTok,TTK_UGC_Puzzle,1.1298,9.75
U102476,2025-08-18,US,NJ,iOS,iPhone 15,Organic,ORG_Blog,0.2845,11.14
U102477,2025-08-25,US,AL,iOS,iPhone 15,Apple Search Ads,ASA_Exact_Solitaire,0.9725,15.31
U102478,2025-06-01,US,OH,iOS,iPhone 14,Organic,ORG_StoreSearch,0.769,17.73
U102479,2025-05-26,US,AZ,Android,Moto G Power,Apple Search Ads,ASA_Discovery,2.0948,25.75
U102480,2025-05-10,US,OK,iOS,iPhone 15,Organic,ORG_StoreSearch,0.4245,20.59
U102481,2025-07-07,US,WA,iOS,iPhone 13,TikTok,TTK_UGC_Puzzle,0.8996,14.81
U102482,2025-05-02,US,CA,Android,Pixel 8,Snapchat,SNP_CPI_Optimized,0.4235,20.26
U102483,2025-06-19,US,NY,Android,Pixel 8,Organic,ORG_Blog,0.7262,19.55
U102484,2025-05-09,US,NC,Android,Galaxy S22,Google UAC,GGL_UAC_Broad,0.4582,15.87
U102485,2025-06-18,US,NY,Android,Galaxy S22,CrossPromo,XPR_PartnerB,2.2712,19.08
U102486,2025-05-05,US,OR,iOS,iPhone 14,Google UAC,GGL_UAC_Broad,0.7849,6.14
U102487,2025-08-09,US,IL,Android,Moto G Power,TikTok,TTK_UGC_Puzzle,0.8316,28.71
U102488,2025-05-26,US,PA,Android,Galaxy S23,Facebook,FB_Video_30s,0.8895,23.67
U102489,2025-06-09,US,WA,Android,Pixel 7,Google UAC,GGL_UAC_Broad,0.5753,38.07
U102490,2025-08-13,US,GA,iOS,iPhone 13,Google UAC,GGL_UAC_Retarget,1.38,12.0
U102491,2025-07-29,US,FL,iOS,iPhone 14,Organic,ORG_Blog,1.1689,23.95
U102492,2025-05-27,US,CA,Android,Pixel 8,Apple Search Ads,ASA_Discovery,1.3063,6.94
U102493,2025-05-09,US,NC,Android,Galaxy S22,Google UAC,GGL_UAC_Retarget,0.5559,7.45
U102494,2025-07-25,US,CO,Android,Pixel 7,Google UAC,GGL_UAC_iOS,1.4249,15.99
U102495,2025-06-16,US,VA,Android,Moto G Power,Google UAC,GGL_UAC_Retarget,1.3606,13.48
U102496,2025-07-31,US,FL,iOS,iPhone 14,Facebook,FB_Interest_Puzzle,0.8245,30.39
U102497,2025-06-23,US,CA,Android,Moto G Power,TikTok,TTK_SparkAds,1.2943,32.44
U102498,2025-06-11,US,MO,Android,Pixel 8,CrossPromo,XPR_PartnerB,1.0091,34.2
U102499,2025-06-24,US,KY,Android,Galaxy S23,Google UAC,GGL_UAC_iOS,0.4783,24.27
U102500,2025-07-29,US,FL,Android,Galaxy S22,Apple Search Ads,ASA_Discovery,0.841,24.8
U102501,2025-08-17,US,AZ,iOS,iPhone 15,Apple Search Ads,ASA_Broad_Card,0.7463,9.48
U102502,2025-05-06,US,IL,Android,Pixel 7,Facebook,FB_Interest_Puzzle,0.9363,36.24
U102503,2025-07-02,US,OH,iOS,iPhone 15,Snapchat,SNP_Story_Install,1.3613,33.66
U102504,2025-05-04,US,MD,Android,Galaxy S22,Organic,ORG_StoreSearch,0.4693,9.03
U102505,2025-06-26,US,CA,Android,Pixel 7,Organic,ORG_StoreSearch,0.7577,22.75
U102506,2025-08-15,US,GA,Android,Pixel 8,TikTok,TTK_SparkAds,0.6513,13.69
U102507,2025-06-13,US,TX,Android,Moto G Power,Google UAC,GGL_UAC_Broad,0.6626,45.38
U102508,2025-08-20,US,FL,iOS,iPhone 13,TikTok,TTK_SparkAds,0.651,11.05
U102509,2025-07-15,US,NJ,iOS,iPhone SE 3,TikTok,TTK_SparkAds,0.9299,18.85
U102510,2025-08-21,US,CA,Android,Galaxy S22,Organic,ORG_StoreSearch,1.1155,19.75
U102511,2025-07-30,US,NC,iOS,iPhone 13,TikTok,TTK_SparkAds,1.0401,17.53
U102512,2025-05-13,US,NY,iOS,iPhone 13,Google UAC,GGL_UAC_Broad,0.9746,52.7
U102513,2025-05-28,US,VA,Android,Galaxy S23,Google UAC,GGL_UAC_Broad,1.1603,41.93
U102514,2025-06-17,US,TX,Android,Galaxy S22,Facebook,FB_LAL_Payers,2.3446,7.94
U102515,2025-05-21,US,AZ,iOS,iPhone 14,Snapchat,SNP_CPI_Optimized,0.9554,22.96
U102516,2025-06-29,US,NJ,iOS,iPhone 15,Organic,ORG_StoreSearch,1.3613,17.9
U102517,2025-06-26,US,OK,iOS,iPhone 13,Google UAC,GGL_UAC_Retarget,1.3307,27.32
U102518,2025-08-23,US,SC,iOS,iPhone 14,Facebook,FB_Interest_Puzzle,1.8425,20.02
U102519,2025-06-22,US,NY,iOS,iPhone 13,Apple Search Ads,ASA_Discovery,1.1323,11.99
U102520,2025-08-03,US,CA,Android,Galaxy S23,Facebook,FB_Interest_Puzzle,0.6455,10.71
U102521,2025-08-22,US,NJ,Android,Pixel 7,Organic,ORG_NA,1.0222,14.72
U102522,2025-08-14,US,MI,iOS,iPhone SE 3,Google UAC,GGL_UAC_iOS,1.0005,16.95
U102523,2025-05-26,US,CA,iOS,iPhone 13,Google UAC,GGL_UAC_Broad,1.2537,19.83
U102524,2025-06-29,US,CA,Android,Galaxy S23,Apple Search Ads,ASA_Broad_Card,0.638,13.53
U102525,2025-06-11,US,NC,iOS,iPhone 15,Organic,ORG_StoreSearch,1.5016,42.24
U102526,2025-06-17,US,SC,iOS,iPhone 14,Organic,ORG_Blog,0.9067,23.52
U102527,2025-06-13,US,SC,Android,Galaxy S23,Snapchat,SNP_CPI_Optimized,1.2659,27.86
U102528,2025-08-08,US,TX,iOS,iPhone 15,Organic,ORG_StoreSearch,1.0242,16.79
U102529,2025-06-24,US,FL,iOS,iPhone 13,CrossPromo,XPR_PartnerA,0.9503,10.71
U102530,2025-07-02,US,CA,Android,Pixel 8,Facebook,FB_LAL_Payers,0.9936,28.0
U102531,2025-08-26,US,PA,iOS,iPhone 15,Apple Search Ads,ASA_Broad_Card,1.1839,10.95
U102532,2025-05-08,US,MA,iOS,iPhone 14,Google UAC,GGL_UAC_Retarget,1.9807,6.55
U102533,2025-06-28,US,IN,iOS,iPhone 15,Organic,ORG_StoreSearch,0.4038,23.88
U102534,2025-08-01,US,OH,Android,Galaxy S23,Apple Search Ads,ASA_Exact_Solitaire,1.123,12.34
U102535,2025-05-19,US,CA,Android,Moto G Power,Apple Search Ads,ASA_Exact_Solitaire,0.9209,15.23
U102536,2025-07-13,US,FL,iOS,iPhone 15,Apple Search Ads,ASA_Discovery,0.843,25.47
U102537,2025-05-29,US,LA,iOS,iPhone SE 3,Organic,ORG_StoreSearch,0.3516,11.3
U102538,2025-08-13,US,TX,iOS,iPhone 14,Apple Search Ads,ASA_Exact_Solitaire,1.1412,8.08
U102539,2025-06-09,US,NY,Android,Galaxy S23,Apple Search Ads,ASA_Discovery,0.8607,33.12
U102540,2025-06-09,US,MA,iOS,iPhone 15,Facebook,FB_Video_30s,0.6481,17.48
U102541,2025-07-11,US,AZ,iOS,iPhone 14,Apple Search Ads,ASA_Discovery,0.9203,33.75
U102542,2025-05-23,US,SC,Android,Galaxy S23,TikTok,TTK_SparkAds,0.8048,24.62
U102543,2025-06-04,US,FL,iOS,iPhone 15,Facebook,FB_Interest_Puzzle,0.4507,24.98
U102544,2025-06-19,US,OH,iOS,iPhone 15,Organic,ORG_Blog,0.9373,19.53
U102545,2025-06-12,US,PA,Android,Pixel 8,Google UAC,GGL_UAC_Broad,1.1411,19.52
U102546,2025-07-02,US,LA,Android,Pixel 7,Organic,ORG_NA,0.7264,31.74
U102547,2025-07-11,US,TN,Android,Galaxy S22,Google UAC,GGL_UAC_Retarget,1.0047,27.05
U102548,2025-07-08,US,MD,Android,Pixel 8,Google UAC,GGL_UAC_Retarget,0.9448,13.41
U102549,2025-07-18,US,CA,iOS,iPhone 15,Organic,ORG_NA,1.3746,23.03
U102550,2025-06-06,US,IN,iOS,iPhone 15,Google UAC,GGL_UAC_iOS,0.8681,13.21
U102551,2025-05-16,US,IL,iOS,iPhone 15,Organic,ORG_Blog,1.2466,15.4
U102552,2025-07-31,US,CA,iOS,iPhone SE 3,Apple Search Ads,ASA_Exact_Solitaire,0.7982,23.92
U102553,2025-08-11,US,CA,iOS,iPhone 14,Snapchat,SNP_Story_Install,1.9876,13.11
U102554,2025-05-31,US,VA,iOS,iPhone 13,Organic,ORG_Blog,0.7598,19.38
U102555,2025-06-18,US,FL,iOS,iPhone SE 3,Snapchat,SNP_Story_Install,0.688,21.77
U102556,2025-06-29,US,CO,iOS,iPhone 14,Facebook,FB_LAL_Payers,0.8692,15.19
U102557,2025-07-03,US,AZ,iOS,iPhone 14,Google UAC,GGL_UAC_Retarget,0.6762,25.8
U102558,2025-07-19,US,CA,iOS,iPhone SE 3,Organic,ORG_Blog,0.5491,14.45
U102559,2025-05-05,US,VA,Android,Pixel 7,Google UAC,GGL_UAC_iOS,1.2105,28.84
U102560,2025-07-26,US,TX,iOS,iPhone 15,Apple Search Ads,ASA_Discovery,0.2658,19.22
U102561,2025-05-08,US,IL,iOS,iPhone 14,Facebook,FB_Video_30s,0.6791,19.62
U102562,2025-06-26,US,MI,Android,Pixel 7,Organic,ORG_Blog,0.529,11.48
U102563,2025-08-08,US,CO,Android,Moto G Power,Organic,ORG_NA,0.9578,16.01
U102564,2025-06-24,US,PA,iOS,iPhone 15,Google UAC,GGL_UAC_iOS,0.3769,19.84
U102565,2025-05-18,US,MO,Android,Galaxy S22,Google UAC,GGL_UAC_Retarget,1.1265,30.04
U102566,2025-08-27,US,TN,Android,Moto G Power,Organic,ORG_Blog,1.1764,15.33
U102567,2025-08-15,US,IL,iOS,iPhone 14,Google UAC,GGL_UAC_Broad,0.4709,29.99
U102568,2025-08-01,US,OH,iOS,iPhone 15,Apple Search Ads,ASA_Exact_Solitaire,0.9765,12.34
U102569,2025-06-19,US,WA,Android,Galaxy S23,Snapchat,SNP_CPI_Optimized,1.1123,21.27
U102570,2025-05-23,US,CA,iOS,iPhone SE 3,Google UAC,GGL_UAC_Broad,1.318,13.97
U102571,2025-08-21,US,MN,iOS,iPhone 15,TikTok,TTK_UGC_Puzzle,0.5028,38.96
U102572,2025-07-03,US,TN,iOS,iPhone 13,Google UAC,GGL_UAC_iOS,0.4753,35.6
U102573,2025-08-11,US,NY,iOS,iPhone 13,Google UAC,GGL_UAC_Retarget,1.6505,20.76
U102574,2025-06-11,US,CT,Android,Moto G Power,Organic,ORG_StoreSearch,0.6513,13.77
U102575,2025-06-10,US,TX,iOS,iPhone 14,Facebook,FB_Interest_Puzzle,0.7327,8.43
U102576,2025-08-27,US,AL,iOS,iPhone SE 3,CrossPromo,XPR_PartnerA,1.1656,21.75
U102577,2025-07-02,US,FL,Android,Galaxy S23,Facebook,FB_Video_30s,0.5668,19.97
U102578,2025-05-17,US,MA,iOS,iPhone SE 3,Google UAC,GGL_UAC_Retarget,0.8136,27.65
U102579,2025-05-27,US,PA,Android,Moto G Power,Facebook,FB_LAL_Payers,1.2927,8.65
U102580,2025-06-27,US,AZ,iOS,iPhone 15,Organic,ORG_StoreSearch,0.5125,19.32
U102581,2025-05-06,US,TX,iOS,iPhone 15,TikTok,TTK_SparkAds,0.7408,22.31
U102582,2025-06-25,US,NY,Android,Moto G Power,Google UAC,GGL_UAC_Broad,0.5766,11.47
U102583,2025-06-20,US,CA,iOS,iPhone SE 3,Google UAC,GGL_UAC_iOS,0.6639,19.08
U102584,2025-08-02,US,CO,iOS,iPhone 13,Facebook,FB_Video_30s,1.4539,12.51
U102585,2025-06-12,US,NY,Android,Pixel 7,Facebook,FB_LAL_Payers,1.5873,11.91
U102586,2025-08-26,US,WA,iOS,iPhone 13,Organic,ORG_Blog,1.0031,13.81
U102587,2025-05-22,US,MO,iOS,iPhone 15,Facebook,FB_Video_30s,1.1195,15.76
U102588,2025-07-10,US,SC,iOS,iPhone 13,Organic,ORG_Blog,1.1073,33.44
U102589,2025-05-11,US,CA,iOS,iPhone 14,Facebook,FB_Interest_Puzzle,0.6915,15.33
U102590,2025-07-28,US,MN,iOS,iPhone SE 3,Apple Search Ads,ASA_Broad_Card,0.9953,11.79
U102591,2025-08-28,US,TX,iOS,iPhone SE 3,Apple Search Ads,ASA_Discovery,0.539,27.03
U102592,2025-08-07,US,AZ,iOS,iPhone 15,Facebook,FB_Interest_Puzzle,0.6167,30.09
U102593,2025-07-06,US,AZ,iOS,iPhone 15,Facebook,FB_Interest_Puzzle,0.874,27.12
U102594,2025-06-28,US,CA,iOS,iPhone 13,Organic,ORG_NA,0.5919,35.69
U102595,2025-08-09,US,TX,Android,Galaxy S23,Apple Search Ads,ASA_Broad_Card,0.5438,19.82
U102596,2025-08-21,US,OH,Android,Pixel 7,Organic,ORG_Blog,0.6806,19.46
U102597,2025-08-27,US,IL,iOS,iPhone 15,Google UAC,GGL_UAC_Broad,1.4312,12.66
U102598,2025-06-17,US,AL,Android,Galaxy S23,Google UAC,GGL_UAC_Broad,1.6868,36.23
U102599,2025-08-27,US,FL,Android,Pixel 8,Organic,ORG_Blog,0.8931,17.19
U102600,2025-05-19,US,LA,Android,Moto G Power,Facebook,FB_LAL_Payers,1.1421,15.47
U102601,2025-05-31,US,PA,iOS,iPhone 14,Organic,ORG_NA,0.7222,14.79
U102602,2025-05-11,US,OR,Android,Galaxy S22,Apple Search Ads,ASA_Broad_Card,0.396,24.75
U102603,2025-06-02,US,AZ,Android,Pixel 8,Google UAC,GGL_UAC_Retarget,0.6329,18.77
U102604,2025-08-01,US,MD,iOS,iPhone SE 3,Organic,ORG_Blog,0.7998,19.79
U102605,2025-08-11,US,CA,Android,Moto G Power,Google UAC,GGL_UAC_Retarget,0.9573,15.3
U102606,2025-08-02,US,NC,Android,Moto G Power,Organic,ORG_StoreSearch,0.869,16.3
U102607,2025-07-15,US,TX,iOS,iPhone SE 3,Organic,ORG_StoreSearch,0.8084,16.72
U102608,2025-07-01,US,NY,iOS,iPhone SE 3,Facebook,FB_Video_30s,0.719,36.64
U102609,2025-07-25,US,MI,iOS,iPhone SE 3,Organic,ORG_NA,1.0383,7.31
U102610,2025-06-16,US,AZ,iOS,iPhone 14,Apple Search Ads,ASA_Broad_Card,0.5244,22.52
U102611,2025-08-09,US,CA,iOS,iPhone 15,Organic,ORG_StoreSearch,1.2471,31.01
U102612,2025-07-21,US,GA,Android,Pixel 7,Organic,ORG_Blog,0.7157,7.18
U102613,2025-07-23,US,NC,Android,Moto G Power,Apple Search Ads,ASA_Discovery,2.0685,17.37
U102614,2025-07-04,US,CA,Android,Pixel 7,Google UAC,GGL_UAC_Broad,0.7976,29.41
U102615,2025-08-15,US,OH,iOS,iPhone SE 3,Organic,ORG_NA,0.7467,12.35
U102616,2025-05-31,US,WA,iOS,iPhone SE 3,Google UAC,GGL_UAC_iOS,0.7225,20.59
U102617,2025-06-15,US,CA,iOS,iPhone 15,Organic,ORG_NA,0.7497,11.3
U102618,2025-08-02,US,MA,Android,Galaxy S22,TikTok,TTK_UGC_Puzzle,1.1536,18.3
U102619,2025-06-29,US,NC,iOS,iPhone 14,Google UAC,GGL_UAC_Retarget,0.8897,34.1
U102620,2025-08-15,US,MD,Android,Moto G Power,Apple Search Ads,ASA_Exact_Solitaire,1.3429,42.02
U102621,2025-06-11,US,TX,iOS,iPhone 13,TikTok,TTK_UGC_Puzzle,1.0896,20.45
U102622,2025-06-14,US,MD,iOS,iPhone SE 3,Google UAC,GGL_UAC_iOS,0.9163,9.5
U102623,2025-08-15,US,CA,iOS,iPhone SE 3,TikTok,TTK_UGC_Puzzle,1.0504,15.41
U102624,2025-06-25,US,IL,iOS,iPhone 15,Google UAC,GGL_UAC_iOS,1.4601,7.27
U102625,2025-07-01,US,TX,Android,Moto G Power,Snapchat,SNP_Story_Install,1.1767,15.54
U102626,2025-06-09,US,CO,iOS,iPhone SE 3,Organic,ORG_StoreSearch,1.0123,29.16
U102627,2025-06-03,US,WA,iOS,iPhone 13,Facebook,FB_LAL_Payers,1.0715,9.11
U102628,2025-07-18,US,CA,Android,Galaxy S23,Google UAC,GGL_UAC_Retarget,0.5706,16.23
U102629,2025-05-15,US,CA,iOS,iPhone 14,Google UAC,GGL_UAC_iOS,2.5312,11.97
U102630,2025-08-14,US,NY,iOS,iPhone 15,Facebook,FB_Interest_Puzzle,1.1177,44.13
U102631,2025-08-02,US,TX,Android,Moto G Power,Facebook,FB_Interest_Puzzle,1.1632,21.97
U102632,2025-05-23,US,MI,iOS,iPhone 14,Organic,ORG_NA,0.8945,27.54
U102633,2025-07-23,US,VA,Android,Moto G Power,Organic,ORG_Blog,0.3609,20.84
U102634,2025-07-12,US,KY,Android,Galaxy S23,Facebook,FB_Interest_Puzzle,0.8137,26.33
U102635,2025-05-23,US,KY,iOS,iPhone 14,Facebook,FB_LAL_Payers,0.9327,30.9
U102636,2025-06-02,US,NJ,iOS,iPhone 15,Snapchat,SNP_CPI_Optimized,0.6511,18.35
U102637,2025-06-19,US,CA,iOS,iPhone 13,Apple Search Ads,ASA_Broad_Card,0.6488,13.8
U102638,2025-07-23,US,FL,iOS,iPhone 13,Snapchat,SNP_CPI_Optimized,0.79,11.28
U102639,2025-07-16,US,OH,Android,Pixel 7,Facebook,FB_Video_30s,1.232,43.37
U102640,2025-07-03,US,OH,iOS,iPhone 14,Google UAC,GGL_UAC_iOS,1.4953,27.13
U102641,2025-08-01,US,MI,iOS,iPhone 15,Organic,ORG_NA,0.9689,5.92
U102642,2025-07-30,US,OR,iOS,iPhone SE 3,Apple Search Ads,ASA_Exact_Solitaire,0.7211,15.93
U102643,2025-07-14,US,MN,iOS,iPhone SE 3,Facebook,FB_Video_30s,0.7827,22.16
U102644,2025-08-03,US,CA,Android,Galaxy S23,Organic,ORG_StoreSearch,0.9416,41.53
U102645,2025-06-10,US,NY,Android,Pixel 8,Google UAC,GGL_UAC_Broad,0.9873,10.37
U102646,2025-08-14,US,MD,Android,Galaxy S22,Snapchat,SNP_CPI_Optimized,1.0768,22.28
U102647,2025-07-13,US,MD,Android,Galaxy S23,Google UAC,GGL_UAC_iOS,0.759,14.74
U102648,2025-08-07,US,NY,iOS,iPhone 14,Google UAC,GGL_UAC_iOS,1.1182,9.89
U102649,2025-07-05,US,AZ,Android,Galaxy S23,Google UAC,GGL_UAC_Retarget,1.0834,35.27
U102650,2025-05-27,US,VA,iOS,iPhone 15,Organic,ORG_NA,0.7726,11.11
U102651,2025-07-05,US,PA,Android,Pixel 7,Google UAC,GGL_UAC_iOS,0.4548,29.25
U102652,2025-06-14,US,TX,iOS,iPhone 13,Google UAC,GGL_UAC_Broad,0.6351,8.11
U102653,2025-07-23,US,MN,Android,Galaxy S23,Organic,ORG_NA,1.6939,14.09
U102654,2025-06-27,US,VA,Android,Galaxy S23,Apple Search Ads,ASA_Discovery,0.4596,23.96
U102655,2025-08-09,US,TX,Android,Galaxy S23,Google UAC,GGL_UAC_iOS,1.5327,25.76
U102656,2025-07-21,US,WA,iOS,iPhone SE 3,Apple Search Ads,ASA_Exact_Solitaire,0.4532,22.39
U102657,2025-07-22,US,MA,iOS,iPhone 13,TikTok,TTK_SparkAds,0.6641,29.46
U102658,2025-05-27,US,MN,iOS,iPhone 14,Organic,ORG_NA,0.7789,15.58
U102659,2025-08-27,US,TX,iOS,iPhone 14,Facebook,FB_LAL_Payers,1.8458,36.11
U102660,2025-08-10,US,CT,Android,Moto G Power,Google UAC,GGL_UAC_iOS,0.9143,21.51
U102661,2025-08-03,US,TX,Android,Pixel 7,TikTok,TTK_UGC_Puzzle,0.8306,25.99
U102662,2025-06-09,US,MI,Android,Galaxy S22,Organic,ORG_NA,0.6224,21.59
U102663,2025-07-04,US,NJ,iOS,iPhone SE 3,Facebook,FB_Video_30s,1.1149,23.01
U102664,2025-05-17,US,IL,iOS,iPhone 14,Facebook,FB_Interest_Puzzle,0.7371,10.91
U102665,2025-07-04,US,PA,Android,Pixel 7,Google UAC,GGL_UAC_iOS,0.8256,11.24
U102666,2025-05-18,US,MN,iOS,iPhone 13,Organic,ORG_StoreSearch,0.784,13.73
U102667,2025-07-06,US,NJ,Android,Pixel 8,Facebook,FB_LAL_Payers,1.2068,23.28
U102668,2025-07-17,US,OH,Android,Moto G Power,Apple Search Ads,ASA_Exact_Solitaire,1.2272,13.41
U102669,2025-06-16,US,CA,iOS,iPhone SE 3,Google UAC,GGL_UAC_iOS,0.6337,15.52
U102670,2025-06-29,US,CA,Android,Galaxy S23,Facebook,FB_LAL_Payers,0.7041,17.36
U102671,2025-08-14,US,CA,Android,Pixel 8,Google UAC,GGL_UAC_Broad,0.6768,36.57
U102672,2025-05-14,US,OR,Android,Pixel 8,Facebook,FB_LAL_Payers,0.9737,24.33
U102673,2025-08-04,US,TN,iOS,iPhone SE 3,Organic,ORG_NA,1.3004,8.67
U102674,2025-05-21,US,OK,iOS,iPhone 14,TikTok,TTK_UGC_Puzzle,0.9789,19.5
U102675,2025-05-05,US,CA,iOS,iPhone 13,Google UAC,GGL_UAC_Retarget,0.3767,15.47
