user_id,date,level,event,moves,booster_used,success
U100290,2025-06-24,2,complete,16,False,True
U100290,2025-06-24,3,start,0,False,
U100290,2025-06-24,3,complete,22,False,True
U100290,2025-08-12,4,start,0,False,
U100290,2025-08-12,4,complete,11,False,True
U100291,2025-06-19,1,start,0,False,
U100291,2025-06-19,1,complete,25,True,True
U100291,2025-06-25,2,start,0,False,
U100291,2025-06-25,2,complete,11,False,True
U100291,2025-06-25,3,start,0,False,
U100291,2025-06-25,3,complete,12,False,True
U100291,2025-07-07,4,start,0,False,
U100291,2025-07-07,4,complete,15,False,True
U100291,2025-08-17,5,start,0,False,
U100291,2025-08-17,5,complete,17,False,True
U100294,2025-06-01,1,start,0,False,
U100294,2025-06-01,1,complete,12,False,True
U100294,2025-06-22,2,start,0,False,
U100294,2025-06-22,2,complete,18,False,True
U100295,2025-08-20,1,start,0,False,
U100295,2025-08-20,1,complete,10,False,True
U100296,2025-07-17,1,start,0,False,
U100296,2025-07-17,1,complete,12,True,True
U100296,2025-07-17,2,start,0,False,
U100296,2025-07-17,2,complete,26,False,True
U100297,2025-07-11,1,start,0,False,
U100297,2025-07-11,1,complete,23,True,True
U100297,2025-07-12,2,start,0,False,
U100297,2025-07-12,2,complete,12,False,True
U100297,2025-07-28,3,start,0,False,
U100297,2025-07-28,3,complete,15,False,True
U100297,2025-08-05,4,start,0,False,
U100297,2025-08-05,4,complete,26,False,True
U100297,2025-08-19,5,start,0,False,
U100297,2025-08-19,5,complete,16,False,True
U100299,2025-06-15,1,start,0,False,
U100299,2025-06-15,1,complete,18,False,True
U100299,2025-06-15,2,start,0,False,
U100299,2025-06-15,2,complete,6,False,True
U100299,2025-06-16,3,start,0,False,
U100299,2025-06-16,3,complete,15,False,True
U100299,2025-06-19,4,start,0,False,
U100299,2025-06-19,4,complete,23,False,True
U100299,2025-08-13,5,start,0,False,
U100299,2025-08-13,5,complete,13,True,True
U100299,2025-08-26,6,start,0,False,
U100299,2025-08-26,6,fail,23,False,False
U100299,2025-08-26,6,retry,17,False,True
U100300,2025-08-25,1,start,0,False,
U100300,2025-08-25,1,complete,22,False,True
U100301,2025-07-10,1,start,0,False,
U100301,2025-07-10,1,complete,14,False,True
U100301,2025-07-18,2,start,0,False,
U100301,2025-07-18,2,complete,22,False,True
U100301,2025-07-18,3,start,0,False,
U100301,2025-07-18,3,complete,9,False,True
U100301,2025-08-02,4,start,0,False,
U100301,2025-08-02,4,complete,23,False,True
U100301,2025-08-18,5,start,0,False,
U100301,2025-08-18,5,complete,6,False,True
U100302,2025-06-13,1,start,0,False,
U100302,2025-06-13,1,complete,19,False,True
U100302,2025-07-04,2,start,0,False,
U100302,2025-07-04,2,complete,19,True,True
U100302,2025-08-21,3,start,0,False,
U100302,2025-08-21,3,complete,23,False,True
U100303,2025-07-15,1,start,0,False,
U100303,2025-07-15,1,complete,16,False,True
U100303,2025-07-15,2,start,0,False,
U100303,2025-07-15,2,complete,15,False,True
U100304,2025-08-19,1,start,0,False,
U100304,2025-08-19,1,complete,18,False,True
U100304,2025-08-26,2,start,0,False,
U100304,2025-08-26,2,complete,15,False,True
U100304,2025-08-26,3,start,0,False,
U100304,2025-08-26,3,complete,31,True,True
U100305,2025-06-02,1,start,0,False,
U100305,2025-06-02,1,complete,19,False,True
U100305,2025-06-02,2,start,0,False,
U100305,2025-06-02,2,complete,20,False,True
U100305,2025-06-08,3,start,0,False,
U100305,2025-06-08,3,complete,29,False,True
U100305,2025-06-19,4,start,0,False,
U100305,2025-06-19,4,complete,21,False,True
U100306,2025-07-04,1,start,0,False,
U100306,2025-07-04,1,complete,20,False,True
U100306,2025-07-04,2,start,0,False,
U100306,2025-07-04,2,complete,21,False,True
U100307,2025-08-24,1,start,0,False,
U100307,2025-08-24,1,complete,19,True,True
U100308,2025-06-03,1,start,0,False,
U100308,2025-06-03,1,complete,17,False,True
U100308,2025-06-09,2,start,0,False,
U100308,2025-06-09,2,complete,18,False,True
U100308,2025-06-21,3,start,0,False,
U100308,2025-06-21,3,fail,11,False,False
U100309,2025-07-26,1,start,0,False,
U100309,2025-07-26,1,complete,15,False,True
U100309,2025-07-29,2,start,0,False,
U100309,2025-07-29,2,complete,26,False,True
U100309,2025-08-13,3,start,0,False,
U100309,2025-08-13,3,fail,24,True,False
U100309,2025-08-13,3,start,0,False,
U100309,2025-08-13,3,complete,14,False,True
U100310,2025-07-22,1,start,0,False,
U100310,2025-07-22,1,complete,15,True,True
U100310,2025-07-23,2,start,0,False,
U100310,2025-07-23,2,complete,24,False,True
U100311,2025-07-21,1,start,0,False,
U100311,2025-07-21,1,complete,18,False,True
U100311,2025-07-26,2,start,0,False,
U100311,2025-07-26,2,complete,21,True,True
U100311,2025-08-03,3,start,0,False,
U100311,2025-08-03,3,complete,23,False,True
U100311,2025-08-10,4,start,0,False,
U100311,2025-08-10,4,complete,17,False,True
U100312,2025-06-15,1,start,0,False,
U100312,2025-06-15,1,complete,26,False,True
U100312,2025-06-18,2,start,0,False,
U100312,2025-06-18,2,complete,15,False,True
U100313,2025-06-08,1,start,0,False,
U100313,2025-06-08,1,complete,16,False,True
U100314,2025-07-22,1,start,0,False,
U100314,2025-07-22,1,complete,21,False,True
U100315,2025-05-26,1,start,0,False,
U100315,2025-05-26,1,complete,3,False,True
U100315,2025-05-30,2,start,0,False,
U100315,2025-05-30,2,complete,31,False,True
U100315,2025-06-11,3,start,0,False,
U100315,2025-06-11,3,complete,22,False,True
U100315,2025-07-09,4,start,0,False,
U100315,2025-07-09,4,complete,5,False,True
U100316,2025-07-22,1,start,0,False,
U100316,2025-07-22,1,fail,20,False,False
U100316,2025-07-22,1,start,0,False,
U100316,2025-07-22,1,complete,20,False,True
U100316,2025-07-27,2,start,0,False,
U100316,2025-07-27,2,complete,10,True,True
U100316,2025-07-27,3,start,0,False,
U100316,2025-07-27,3,complete,21,False,True
U100317,2025-05-23,1,start,0,False,
U100317,2025-05-23,1,complete,19,False,True
U100317,2025-05-25,2,start,0,False,
U100317,2025-05-25,2,fail,12,False,False
U100317,2025-05-27,2,start,0,False,
U100317,2025-05-27,2,complete,13,False,True
U100317,2025-07-24,3,start,0,False,
U100317,2025-07-24,3,complete,12,False,True
U100317,2025-07-24,4,start,0,False,
U100317,2025-07-24,4,complete,31,False,True
U100318,2025-05-01,1,start,0,False,
U100318,2025-05-01,1,complete,23,False,True
U100318,2025-05-02,2,start,0,False,
U100318,2025-05-02,2,complete,18,False,True
U100318,2025-05-22,3,start,0,False,
U100318,2025-05-22,3,complete,20,False,True
U100321,2025-08-25,1,start,0,False,
U100321,2025-08-25,1,complete,25,False,True
U100321,2025-08-26,2,start,0,False,
U100321,2025-08-26,2,complete,26,False,True
U100321,2025-08-26,3,start,0,False,
U100321,2025-08-26,3,complete,20,False,True
U100323,2025-07-10,1,start,0,False,
U100323,2025-07-10,1,complete,17,False,True
U100323,2025-08-20,2,start,0,False,
U100323,2025-08-20,2,complete,13,False,True
U100324,2025-05-25,1,start,0,False,
U100324,2025-05-25,1,complete,11,False,True
U100324,2025-05-27,2,start,0,False,
U100324,2025-05-27,2,complete,15,False,True
U100324,2025-05-28,3,start,0,False,
U100324,2025-05-28,3,fail,26,False,False
U100324,2025-05-28,3,retry,10,False,True
U100324,2025-05-28,4,start,0,False,
U100324,2025-05-28,4,complete,19,True,True
U100325,2025-08-15,1,start,0,False,
U100325,2025-08-15,1,fail,11,False,False
U100325,2025-08-15,1,retry,6,False,True
U100325,2025-08-22,2,start,0,False,
U100325,2025-08-22,2,complete,16,False,True
U100326,2025-08-03,1,start,0,False,
U100326,2025-08-03,1,complete,22,False,True
U100329,2025-06-05,1,start,0,False,
U100329,2025-06-05,1,complete,23,False,True
U100329,2025-07-24,2,start,0,False,
U100329,2025-07-24,2,complete,15,False,True
U100330,2025-07-13,1,start,0,False,
U100330,2025-07-13,1,complete,20,False,True
U100330,2025-07-13,2,start,0,False,
U100330,2025-07-13,2,complete,13,False,True
U100331,2025-08-27,1,start,0,False,
U100331,2025-08-27,1,fail,18,False,False
U100333,2025-08-24,1,start,0,False,
U100333,2025-08-24,1,complete,19,False,True
U100333,2025-08-24,2,start,0,False,
U100333,2025-08-24,2,fail,25,False,False
U100333,2025-08-24,2,retry,17,False,True
U100334,2025-06-11,1,start,0,False,
U100334,2025-06-11,1,complete,21,False,True
U100334,2025-06-16,2,start,0,False,
U100334,2025-06-16,2,complete,18,False,True
U100334,2025-06-23,3,start,0,False,
U100334,2025-06-23,3,complete,21,False,True
U100334,2025-07-15,4,start,0,False,
U100334,2025-07-15,4,complete,20,False,True
U100335,2025-05-17,1,start,0,False,
U100335,2025-05-17,1,complete,24,False,True
U100335,2025-06-19,2,start,0,False,
U100335,2025-06-19,2,complete,16,False,True
U100335,2025-06-19,3,start,0,False,
U100335,2025-06-19,3,complete,15,False,True
U100335,2025-07-16,4,start,0,False,
U100335,2025-07-16,4,fail,15,False,False
U100336,2025-06-14,1,start,0,False,
U100336,2025-06-14,1,complete,10,False,True
U100337,2025-07-03,1,start,0,False,
U100337,2025-07-03,1,fail,8,False,False
U100339,2025-05-26,1,start,0,False,
U100339,2025-05-26,1,complete,16,False,True
U100339,2025-06-17,2,start,0,False,
U100339,2025-06-17,2,complete,17,False,True
U100339,2025-06-17,3,start,0,False,
U100339,2025-06-17,3,fail,23,False,False
U100339,2025-07-13,3,start,0,False,
U100339,2025-07-13,3,complete,26,False,True
U100340,2025-07-26,1,start,0,False,
U100340,2025-07-26,1,complete,13,False,True
U100341,2025-06-09,1,start,0,False,
U100341,2025-06-09,1,complete,16,False,True
U100341,2025-08-12,2,start,0,False,
U100341,2025-08-12,2,complete,21,False,True
U100341,2025-08-12,3,start,0,False,
U100341,2025-08-12,3,complete,17,False,True
U100342,2025-06-10,1,start,0,False,
U100342,2025-06-10,1,complete,3,False,True
U100342,2025-06-20,2,start,0,False,
U100342,2025-06-20,2,complete,23,False,True
U100343,2025-08-03,1,start,0,False,
U100343,2025-08-03,1,complete,21,True,True
U100344,2025-06-26,1,start,0,False,
U100344,2025-06-26,1,complete,15,False,True
U100344,2025-06-27,2,start,0,False,
U100344,2025-06-27,2,complete,21,False,True
U100344,2025-06-27,3,start,0,False,
U100344,2025-06-27,3,complete,27,False,True
U100344,2025-06-30,4,start,0,False,
U100344,2025-06-30,4,complete,16,True,True
U100344,2025-07-03,5,start,0,False,
U100344,2025-07-03,5,complete,17,False,True
U100344,2025-07-03,6,start,0,False,
U100344,2025-07-03,6,complete,10,False,True
U100345,2025-08-10,1,start,0,False,
U100345,2025-08-10,1,complete,17,False,True
U100345,2025-08-13,2,start,0,False,
U100345,2025-08-13,2,complete,25,False,True
U100345,2025-08-17,3,start,0,False,
U100345,2025-08-17,3,complete,15,False,True
U100346,2025-05-19,1,start,0,False,
U100346,2025-05-19,1,complete,15,False,True
U100346,2025-05-26,2,start,0,False,
U100346,2025-05-26,2,complete,21,False,True
U100346,2025-06-11,3,start,0,False,
U100346,2025-06-11,3,complete,21,False,True
U100346,2025-06-11,4,start,0,False,
U100346,2025-06-11,4,complete,10,False,True
U100347,2025-08-03,1,start,0,False,
U100347,2025-08-03,1,complete,11,False,True
U100347,2025-08-04,2,start,0,False,
U100347,2025-08-04,2,fail,15,False,False
U100347,2025-08-17,2,start,0,False,
U100347,2025-08-17,2,complete,20,False,True
U100348,2025-05-08,1,start,0,False,
U100348,2025-05-08,1,complete,16,False,True
U100348,2025-06-12,2,start,0,False,
U100348,2025-06-12,2,complete,18,False,True
U100349,2025-05-24,1,start,0,False,
U100349,2025-05-24,1,complete,20,False,True
U100349,2025-05-25,2,start,0,False,
U100349,2025-05-25,2,complete,12,False,True
U100349,2025-05-30,3,start,0,False,
U100349,2025-05-30,3,complete,23,False,True
U100349,2025-06-06,4,start,0,False,
U100349,2025-06-06,4,complete,18,False,True
U100350,2025-07-19,1,start,0,False,
U100350,2025-07-19,1,complete,7,True,True
U100350,2025-07-22,2,start,0,False,
U100350,2025-07-22,2,complete,14,False,True
U100350,2025-07-27,3,start,0,False,
U100350,2025-07-27,3,complete,32,False,True
U100351,2025-08-11,1,start,0,False,
U100351,2025-08-11,1,complete,23,False,True
U100351,2025-08-11,2,start,0,False,
U100351,2025-08-11,2,complete,10,False,True
U100351,2025-08-13,3,start,0,False,
U100351,2025-08-13,3,complete,21,False,True
U100352,2025-06-01,1,start,0,False,
U100352,2025-06-01,1,complete,13,False,True
U100352,2025-06-01,2,start,0,False,
U100352,2025-06-01,2,complete,20,False,True
U100352,2025-06-10,3,start,0,False,
U100352,2025-06-10,3,complete,22,False,True
U100352,2025-06-10,4,start,0,False,
U100352,2025-06-10,4,complete,26,False,True
U100352,2025-06-18,5,start,0,False,
U100352,2025-06-18,5,complete,13,False,True
U100352,2025-06-18,6,start,0,False,
U100352,2025-06-18,6,fail,21,False,False
U100352,2025-06-24,6,start,0,False,
U100352,2025-06-24,6,complete,15,False,True
U100352,2025-07-05,7,start,0,False,
U100352,2025-07-05,7,complete,27,False,True
U100353,2025-06-09,1,start,0,False,
U100353,2025-06-09,1,complete,15,True,True
U100353,2025-06-11,2,start,0,False,
U100353,2025-06-11,2,complete,17,False,True
U100354,2025-07-04,1,start,0,False,
U100354,2025-07-04,1,complete,6,False,True
U100354,2025-07-07,2,start,0,False,
U100354,2025-07-07,2,complete,26,False,True
U100355,2025-05-26,1,start,0,False,
U100355,2025-05-26,1,complete,17,False,True
U100355,2025-05-26,2,start,0,False,
U100355,2025-05-26,2,complete,12,False,True
U100355,2025-06-05,3,start,0,False,
U100355,2025-06-05,3,complete,21,False,True
U100355,2025-06-09,4,start,0,False,
U100355,2025-06-09,4,complete,17,False,True
U100355,2025-06-09,5,start,0,False,
U100355,2025-06-09,5,complete,18,False,True
U100355,2025-07-11,6,start,0,False,
U100355,2025-07-11,6,complete,18,False,True
U100356,2025-08-09,1,start,0,False,
U100356,2025-08-09,1,fail,18,False,False
U100356,2025-08-13,1,start,0,False,
U100356,2025-08-13,1,complete,21,False,True
U100357,2025-08-03,1,start,0,False,
U100357,2025-08-03,1,complete,21,False,True
U100358,2025-06-14,1,start,0,False,
U100358,2025-06-14,1,complete,23,True,True
U100358,2025-06-14,2,start,0,False,
U100358,2025-06-14,2,complete,16,False,True
U100359,2025-06-27,1,start,0,False,
U100359,2025-06-27,1,complete,12,False,True
U100359,2025-06-28,2,start,0,False,
U100359,2025-06-28,2,complete,29,False,True
U100359,2025-06-28,3,start,0,False,
U100359,2025-06-28,3,complete,22,False,True
U100359,2025-07-05,4,start,0,False,
U100359,2025-07-05,4,complete,27,False,True
U100359,2025-07-05,5,start,0,False,
U100359,2025-07-05,5,complete,23,False,True
U100359,2025-07-17,6,start,0,False,
U100359,2025-07-17,6,complete,26,False,True
U100359,2025-07-20,7,start,0,False,
U100359,2025-07-20,7,complete,25,False,True
U100360,2025-08-04,1,start,0,False,
U100360,2025-08-04,1,complete,16,False,True
U100361,2025-06-11,1,start,0,False,
U100361,2025-06-11,1,complete,22,False,True
U100361,2025-08-13,2,start,0,False,
U100361,2025-08-13,2,fail,22,False,False
U100361,2025-08-13,2,start,0,False,
U100361,2025-08-13,2,complete,9,False,True
U100363,2025-06-07,1,start,0,False,
U100363,2025-06-07,1,complete,9,False,True
U100363,2025-06-09,2,start,0,False,
U100363,2025-06-09,2,complete,24,True,True
U100363,2025-06-09,3,start,0,False,
U100363,2025-06-09,3,complete,21,False,True
U100363,2025-06-24,4,start,0,False,
U100363,2025-06-24,4,complete,23,False,True
U100363,2025-07-26,5,start,0,False,
U100363,2025-07-26,5,fail,18,False,False
U100363,2025-07-26,5,retry,21,False,True
U100363,2025-07-26,6,start,0,False,
U100363,2025-07-26,6,fail,14,False,False
U100365,2025-06-26,1,start,0,False,
U100365,2025-06-26,1,complete,24,False,True
U100365,2025-06-26,2,start,0,False,
U100365,2025-06-26,2,complete,20,False,True
U100365,2025-06-29,3,start,0,False,
U100365,2025-06-29,3,complete,14,False,True
U100365,2025-06-29,4,start,0,False,
U100365,2025-06-29,4,complete,22,True,True
U100367,2025-06-12,1,start,0,False,
U100367,2025-06-12,1,complete,15,False,True
U100367,2025-06-12,2,start,0,False,
U100367,2025-06-12,2,fail,15,True,False
U100368,2025-06-03,1,start,0,False,
U100368,2025-06-03,1,complete,28,False,True
U100368,2025-08-01,2,start,0,False,
U100368,2025-08-01,2,complete,19,False,True
U100369,2025-08-09,1,start,0,False,
U100369,2025-08-09,1,complete,13,False,True
U100370,2025-05-22,1,start,0,False,
U100370,2025-05-22,1,complete,14,False,True
U100370,2025-06-09,2,start,0,False,
U100370,2025-06-09,2,complete,20,False,True
U100373,2025-06-04,1,start,0,False,
U100373,2025-06-04,1,complete,28,False,True
U100373,2025-06-08,2,start,0,False,
U100373,2025-06-08,2,complete,22,False,True
U100373,2025-06-11,3,start,0,False,
U100373,2025-06-11,3,complete,23,False,True
U100373,2025-08-28,4,start,0,False,
U100373,2025-08-28,4,complete,11,False,True
U100373,2025-08-28,5,start,0,False,
U100373,2025-08-28,5,complete,22,False,True
U100374,2025-08-18,1,start,0,False,
U100374,2025-08-18,1,complete,22,False,True
U100374,2025-08-18,2,start,0,False,
U100374,2025-08-18,2,complete,10,False,True
U100375,2025-07-30,1,start,0,False,
U100375,2025-07-30,1,complete,11,False,True
U100375,2025-08-02,2,start,0,False,
U100375,2025-08-02,2,complete,12,False,True
U100375,2025-08-12,3,start,0,False,
U100375,2025-08-12,3,complete,15,False,True
U100376,2025-05-26,1,start,0,False,
U100376,2025-05-26,1,complete,19,False,True
U100376,2025-05-26,2,start,0,False,
U100376,2025-05-26,2,complete,22,False,True
U100376,2025-06-09,3,start,0,False,
U100376,2025-06-09,3,complete,16,False,True
U100377,2025-07-26,1,start,0,False,
U100377,2025-07-26,1,complete,18,False,True
U100377,2025-08-04,2,start,0,False,
U100377,2025-08-04,2,complete,12,False,True
U100377,2025-08-04,3,start,0,False,
U100377,2025-08-04,3,complete,17,False,True
U100377,2025-08-15,4,start,0,False,
U100377,2025-08-15,4,complete,16,False,True
U100377,2025-08-26,5,start,0,False,
U100377,2025-08-26,5,complete,25,False,True
U100378,2025-07-03,1,start,0,False,
U100378,2025-07-03,1,complete,19,False,True
U100378,2025-07-06,2,start,0,False,
U100378,2025-07-06,2,complete,28,True,True
U100378,2025-07-06,3,start,0,False,
U100378,2025-07-06,3,complete,25,False,True
U100378,2025-07-07,4,start,0,False,
U100378,2025-07-07,4,complete,20,False,True
U100378,2025-07-12,5,start,0,False,
U100378,2025-07-12,5,complete,25,False,True
U100379,2025-08-25,1,start,0,False,
U100379,2025-08-25,1,complete,22,False,True
U100380,2025-06-12,1,start,0,False,
U100380,2025-06-12,1,complete,31,False,True
U100381,2025-07-17,1,start,0,False,
U100381,2025-07-17,1,complete,30,False,True
U100381,2025-08-10,2,start,0,False,
U100381,2025-08-10,2,complete,14,False,True
U100382,2025-06-30,1,start,0,False,
U100382,2025-06-30,1,complete,19,False,True
U100382,2025-06-30,2,start,0,False,
U100382,2025-06-30,2,complete,17,False,True
U100383,2025-06-28,1,start,0,False,
U100383,2025-06-28,1,complete,27,False,True
U100384,2025-06-24,1,start,0,False,
U100384,2025-06-24,1,complete,15,True,True
U100384,2025-06-24,2,start,0,False,
U100384,2025-06-24,2,complete,19,False,True
U100384,2025-06-25,3,start,0,False,
U100384,2025-06-25,3,complete,13,False,True
U100384,2025-07-09,4,start,0,False,
U100384,2025-07-09,4,fail,24,False,False
U100384,2025-07-09,4,retry,8,False,True
U100384,2025-07-18,5,start,0,False,
U100384,2025-07-18,5,complete,15,False,True
U100384,2025-08-02,6,start,0,False,
U100384,2025-08-02,6,complete,16,True,True
U100384,2025-08-02,7,start,0,False,
U100384,2025-08-02,7,complete,22,False,True
U100385,2025-05-25,1,start,0,False,
U100385,2025-05-25,1,complete,13,True,True
U100387,2025-06-24,1,start,0,False,
U100387,2025-06-24,1,complete,5,False,True
U100387,2025-06-24,2,start,0,False,
U100387,2025-06-24,2,complete,20,False,True
U100387,2025-06-26,3,start,0,False,
U100387,2025-06-26,3,complete,18,False,True
U100387,2025-06-26,4,start,0,False,
U100387,2025-06-26,4,complete,15,False,True
U100387,2025-06-27,5,start,0,False,
U100387,2025-06-27,5,complete,18,False,True
U100387,2025-06-27,6,start,0,False,
U100387,2025-06-27,6,fail,25,False,False
U100387,2025-07-04,6,start,0,False,
U100387,2025-07-04,6,complete,17,False,True
U100387,2025-07-04,7,start,0,False,
U100387,2025-07-04,7,fail,17,False,False
U100387,2025-07-18,7,start,0,False,
U100387,2025-07-18,7,complete,17,False,True
U100387,2025-07-18,8,start,0,False,
U100387,2025-07-18,8,complete,24,True,True
U100387,2025-07-22,9,start,0,False,
U100387,2025-07-22,9,complete,19,False,True
U100387,2025-08-04,10,start,0,False,
U100387,2025-08-04,10,complete,19,False,True
U100388,2025-08-25,1,start,0,False,
U100388,2025-08-25,1,complete,9,False,True
U100388,2025-08-28,2,start,0,False,
U100388,2025-08-28,2,complete,26,False,True
U100388,2025-08-28,3,start,0,False,
U100388,2025-08-28,3,complete,10,False,True
U100389,2025-06-01,1,start,0,False,
U100389,2025-06-01,1,complete,17,False,True
U100389,2025-06-01,2,start,0,False,
U100389,2025-06-01,2,complete,23,False,True
U100389,2025-06-11,3,start,0,False,
U100389,2025-06-11,3,complete,19,False,True
U100389,2025-06-14,4,start,0,False,
U100389,2025-06-14,4,complete,15,False,True
U100389,2025-07-19,5,start,0,False,
U100389,2025-07-19,5,complete,29,False,True
U100390,2025-07-22,1,start,0,False,
U100390,2025-07-22,1,complete,17,False,True
U100391,2025-08-21,1,start,0,False,
U100391,2025-08-21,1,complete,20,True,True
U100392,2025-07-22,1,start,0,False,
U100392,2025-07-22,1,complete,11,False,True
U100392,2025-07-27,2,start,0,False,
U100392,2025-07-27,2,complete,12,True,True
U100393,2025-08-13,1,start,0,False,
U100393,2025-08-13,1,complete,16,False,True
U100393,2025-08-24,2,start,0,False,
U100393,2025-08-24,2,complete,18,False,True
U100394,2025-08-08,1,start,0,False,
U100394,2025-08-08,1,complete,22,False,True
U100394,2025-08-08,2,start,0,False,
U100394,2025-08-08,2,fail,13,False,False
U100394,2025-08-08,2,retry,9,False,True
U100395,2025-07-09,1,start,0,False,
U100395,2025-07-09,1,complete,17,False,True
U100395,2025-07-22,2,start,0,False,
U100395,2025-07-22,2,complete,16,False,True
U100395,2025-07-22,3,start,0,False,
U100395,2025-07-22,3,complete,18,False,True
U100395,2025-08-28,4,start,0,False,
U100395,2025-08-28,4,complete,13,False,True
U100396,2025-07-12,1,start,0,False,
U100396,2025-07-12,1,fail,18,True,False
U100396,2025-07-12,1,retry,9,False,True
U100397,2025-05-19,1,start,0,False,
U100397,2025-05-19,1,complete,22,False,True
U100398,2025-07-09,1,start,0,False,
U100398,2025-07-09,1,complete,25,False,True
U100398,2025-07-23,2,start,0,False,
U100398,2025-07-23,2,complete,12,False,True
U100399,2025-05-29,1,start,0,False,
U100399,2025-05-29,1,complete,20,False,True
U100399,2025-06-06,2,start,0,False,
U100399,2025-06-06,2,complete,20,False,True
U100399,2025-07-15,3,start,0,False,
U100399,2025-07-15,3,complete,15,False,True
U100399,2025-08-08,4,start,0,False,
U100399,2025-08-08,4,fail,20,False,False
U100399,2025-08-08,4,retry,22,False,True
U100400,2025-07-29,1,start,0,False,
U100400,2025-07-29,1,complete,20,False,True
U100400,2025-07-29,2,start,0,False,
U100400,2025-07-29,2,complete,20,False,True
U100401,2025-07-06,1,start,0,False,
U100401,2025-07-06,1,complete,26,False,True
U100401,2025-07-17,2,start,0,False,
U100401,2025-07-17,2,complete,25,True,True
U100402,2025-06-26,1,start,0,False,
U100402,2025-06-26,1,complete,21,False,True
U100402,2025-07-02,2,start,0,False,
U100402,2025-07-02,2,complete,19,False,True
U100402,2025-07-02,3,start,0,False,
U100402,2025-07-02,3,complete,19,False,True
U100402,2025-07-09,4,start,0,False,
U100402,2025-07-09,4,complete,23,False,True
U100403,2025-06-02,1,start,0,False,
U100403,2025-06-02,1,complete,17,False,True
U100403,2025-06-03,2,start,0,False,
U100403,2025-06-03,2,complete,26,False,True
U100403,2025-06-12,3,start,0,False,
U100403,2025-06-12,3,fail,24,False,False
U100403,2025-07-15,3,start,0,False,
U100403,2025-07-15,3,complete,12,False,True
U100405,2025-05-09,1,start,0,False,
U100405,2025-05-09,1,fail,17,False,False
U100405,2025-05-14,1,start,0,False,
U100405,2025-05-14,1,complete,14,False,True
U100405,2025-07-19,2,start,0,False,
U100405,2025-07-19,2,complete,22,False,True
U100405,2025-07-19,3,start,0,False,
U100405,2025-07-19,3,complete,18,False,True
U100406,2025-05-22,1,start,0,False,
U100406,2025-05-22,1,complete,20,False,True
U100406,2025-06-03,2,start,0,False,
U100406,2025-06-03,2,complete,21,False,True
U100406,2025-06-03,3,start,0,False,
U100406,2025-06-03,3,complete,23,False,True
U100406,2025-07-26,4,start,0,False,
U100406,2025-07-26,4,complete,20,False,True
U100407,2025-06-27,1,start,0,False,
U100407,2025-06-27,1,complete,18,False,True
U100408,2025-08-25,1,start,0,False,
U100408,2025-08-25,1,complete,26,False,True
U100409,2025-08-28,1,start,0,False,
U100409,2025-08-28,1,complete,19,False,True
U100410,2025-07-18,1,start,0,False,
U100410,2025-07-18,1,complete,17,False,True
U100410,2025-07-19,2,start,0,False,
U100410,2025-07-19,2,complete,16,True,True
U100410,2025-07-20,3,start,0,False,
U100410,2025-07-20,3,complete,19,False,True
U100410,2025-08-15,4,start,0,False,
U100410,2025-08-15,4,complete,22,False,True
U100410,2025-08-15,5,start,0,False,
U100410,2025-08-15,5,complete,12,False,True
U100410,2025-08-28,6,start,0,False,
U100410,2025-08-28,6,complete,18,False,True
U100410,2025-08-28,7,start,0,False,
U100410,2025-08-28,7,complete,22,False,True
U100411,2025-08-14,1,start,0,False,
U100411,2025-08-14,1,complete,19,False,True
U100411,2025-08-18,2,start,0,False,
U100411,2025-08-18,2,complete,24,False,True
U100411,2025-08-19,3,start,0,False,
U100411,2025-08-19,3,fail,13,False,False
U100411,2025-08-19,3,retry,7,False,True
U100411,2025-08-19,4,start,0,False,
U100411,2025-08-19,4,complete,17,False,True
U100412,2025-06-01,1,start,0,False,
U100412,2025-06-01,1,complete,21,False,True
U100414,2025-05-18,1,start,0,False,
U100414,2025-05-18,1,complete,8,False,True
U100415,2025-05-14,1,start,0,False,
U100415,2025-05-14,1,complete,21,False,True
U100415,2025-05-18,2,start,0,False,
U100415,2025-05-18,2,complete,27,False,True
U100415,2025-05-21,3,start,0,False,
U100415,2025-05-21,3,complete,23,False,True
U100415,2025-06-05,4,start,0,False,
U100415,2025-06-05,4,complete,16,False,True
U100415,2025-06-16,5,start,0,False,
U100415,2025-06-16,5,complete,23,False,True
U100416,2025-05-21,1,start,0,False,
U100416,2025-05-21,1,complete,24,False,True
U100416,2025-05-22,2,start,0,False,
U100416,2025-05-22,2,complete,5,False,True
U100416,2025-05-26,3,start,0,False,
U100416,2025-05-26,3,complete,27,False,True
U100416,2025-05-26,4,start,0,False,
U100416,2025-05-26,4,complete,19,False,True
U100416,2025-07-01,5,start,0,False,
U100416,2025-07-01,5,complete,17,False,True
U100416,2025-07-24,6,start,0,False,
U100416,2025-07-24,6,complete,25,False,True
U100416,2025-07-24,7,start,0,False,
U100416,2025-07-24,7,complete,34,False,True
U100417,2025-07-08,1,start,0,False,
U100417,2025-07-08,1,complete,19,False,True
U100417,2025-07-16,2,start,0,False,
U100417,2025-07-16,2,fail,21,False,False
U100417,2025-07-16,2,retry,10,True,True
U100417,2025-07-19,3,start,0,False,
U100417,2025-07-19,3,complete,19,False,True
U100418,2025-08-02,1,start,0,False,
U100418,2025-08-02,1,complete,23,True,True
U100418,2025-08-11,2,start,0,False,
